Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,-0.031,-0.031,-0.012,-0.046,-0.031,-0.016,-0.029,0.012,-0.037,-0.027,-0.031,-0.031,-0.041,-0.041,-0.037,0.006
,-0.03,-0.03,-0.013,-0.045,-0.03,-0.015,-0.03,0.012,-0.037,-0.027,-0.03,-0.03,-0.041,-0.041,-0.037,0.006
,-0.03,-0.03,-0.014,-0.044,-0.03,-0.014,-0.032,0.012,-0.037,-0.026,-0.03,-0.03,-0.04,-0.04,-0.037,0.006
,-0.03,-0.03,-0.015,-0.044,-0.03,-0.014,-0.033,0.012,-0.037,-0.026,-0.03,-0.03,-0.04,-0.04,-0.037,0.006
,-0.029,-0.029,-0.015,-0.043,-0.029,-0.013,-0.034,0.011,-0.037,-0.026,-0.029,-0.029,-0.04,-0.04,-0.037,0.005
,-0.029,-0.029,-0.016,-0.042,-0.029,-0.013,-0.034,0.011,-0.037,-0.027,-0.029,-0.029,-0.039,-0.039,-0.037,0.005
,-0.029,-0.029,-0.016,-0.041,-0.029,-0.013,-0.035,0.01,-0.037,-0.027,-0.029,-0.029,-0.039,-0.039,-0.037,0.005
,-0.028,-0.029,-0.016,-0.04,-0.028,-0.013,-0.035,0.01,-0.037,-0.027,-0.029,-0.029,-0.038,-0.038,-0.037,0.005
,-0.028,-0.028,-0.016,-0.039,-0.028,-0.013,-0.035,0.01,-0.037,-0.027,-0.028,-0.028,-0.038,-0.038,-0.037,0.005
,-0.028,-0.028,-0.017,-0.038,-0.028,-0.013,-0.035,0.009,-0.037,-0.027,-0.028,-0.028,-0.037,-0.037,-0.037,0.005
,-0.028,-0.028,-0.016,-0.037,-0.028,-0.013,-0.035,0.009,-0.038,-0.028,-0.028,-0.028,-0.037,-0.037,-0.038,0.005
,-0.027,-0.028,-0.016,-0.037,-0.027,-0.014,-0.035,0.009,-0.038,-0.028,-0.028,-0.028,-0.036,-0.036,-0.038,0.005
,-0.027,-0.028,-0.016,-0.036,-0.027,-0.014,-0.034,0.008,-0.038,-0.028,-0.028,-0.028,-0.036,-0.036,-0.038,0.005
,-0.027,-0.028,-0.016,-0.035,-0.027,-0.015,-0.033,0.008,-0.038,-0.029,-0.028,-0.028,-0.035,-0.035,-0.038,0.005
,-0.027,-0.027,-0.015,-0.034,-0.027,-0.016,-0.032,0.008,-0.038,-0.029,-0.027,-0.027,-0.035,-0.035,-0.038,0.005
,-0.027,-0.027,-0.015,-0.033,-0.027,-0.017,-0.031,0.008,-0.039,-0.03,-0.027,-0.027,-0.035,-0.035,-0.039,0.006
,-0.027,-0.027,-0.014,-0.032,-0.027,-0.018,-0.03,0.008,-0.039,-0.03,-0.027,-0.027,-0.035,-0.035,-0.039,0.006
,-0.027,-0.027,-0.014,-0.031,-0.027,-0.019,-0.029,0.008,-0.039,-0.031,-0.027,-0.027,-0.034,-0.034,-0.039,0.006
,-0.027,-0.027,-0.013,-0.031,-0.027,-0.019,-0.027,0.009,-0.039,-0.031,-0.027,-0.027,-0.034,-0.034,-0.039,0.006
,-0.027,-0.027,-0.012,-0.03,-0.027,-0.02,-0.026,0.009,-0.04,-0.032,-0.027,-0.027,-0.034,-0.034,-0.04,0.007
,-0.027,-0.027,-0.012,-0.029,-0.027,-0.021,-0.024,0.009,-0.04,-0.032,-0.027,-0.027,-0.034,-0.034,-0.04,0.007
,-0.027,-0.027,-0.011,-0.028,-0.027,-0.022,-0.023,0.01,-0.04,-0.033,-0.027,-0.027,-0.034,-0.034,-0.04,0.007
,-0.027,-0.027,-0.01,-0.028,-0.027,-0.023,-0.022,0.01,-0.04,-0.033,-0.027,-0.027,-0.034,-0.034,-0.04,0.008
,-0.027,-0.026,-0.01,-0.027,-0.027,-0.024,-0.02,0.011,-0.04,-0.034,-0.026,-0.026,-0.035,-0.035,-0.04,0.008
,-0.028,-0.026,-0.009,-0.026,-0.028,-0.024,-0.019,0.012,-0.04,-0.034,-0.026,-0.026,-0.035,-0.035,-0.04,0.008
,-0.028,-0.026,-0.008,-0.026,-0.028,-0.025,-0.017,0.012,-0.04,-0.035,-0.026,-0.026,-0.035,-0.035,-0.04,0.008
,-0.028,-0.026,-0.008,-0.025,-0.028,-0.025,-0.016,0.013,-0.04,-0.035,-0.026,-0.026,-0.036,-0.036,-0.04,0.008
,-0.028,-0.026,-0.007,-0.025,-0.028,-0.026,-0.015,0.013,-0.04,-0.036,-0.026,-0.026,-0.036,-0.036,-0.04,0.008
,-0.029,-0.025,-0.007,-0.024,-0.029,-0.026,-0.014,0.014,-0.039,-0.036,-0.025,-0.025,-0.036,-0.036,-0.039,0.009
,-0.029,-0.025,-0.006,-0.024,-0.029,-0.026,-0.012,0.014,-0.039,-0.036,-0.025,-0.025,-0.037,-0.037,-0.039,0.009
,-0.029,-0.025,-0.006,-0.023,-0.029,-0.025,-0.011,0.015,-0.039,-0.037,-0.025,-0.025,-0.037,-0.037,-0.039,0.008
,-0.03,-0.024,-0.005,-0.023,-0.03,-0.025,-0.01,0.015,-0.039,-0.037,-0.024,-0.024,-0.038,-0.038,-0.039,0.008
,-0.03,-0.024,-0.005,-0.023,-0.03,-0.025,-0.01,0.015,-0.038,-0.037,-0.024,-0.024,-0.038,-0.038,-0.038,0.008
,-0.031,-0.024,-0.005,-0.023,-0.031,-0.024,-0.009,0.015,-0.038,-0.037,-0.024,-0.024,-0.039,-0.039,-0.038,0.008
,-0.031,-0.023,-0.004,-0.022,-0.031,-0.023,-0.008,0.015,-0.037,-0.038,-0.023,-0.023,-0.039,-0.039,-0.037,0.008
,-0.031,-0.023,-0.004,-0.022,-0.031,-0.023,-0.008,0.015,-0.037,-0.038,-0.023,-0.023,-0.039,-0.039,-0.037,0.007
,-0.032,-0.023,-0.004,-0.022,-0.032,-0.022,-0.007,0.015,-0.037,-0.038,-0.023,-0.023,-0.04,-0.04,-0.037,0.007
,-0.032,-0.022,-0.004,-0.022,-0.032,-0.021,-0.007,0.015,-0.036,-0.038,-0.022,-0.022,-0.04,-0.04,-0.036,0.007
,-0.032,-0.022,-0.003,-0.022,-0.032,-0.02,-0.006,0.014,-0.036,-0.038,-0.022,-0.022,-0.04,-0.04,-0.036,0.006
,-0.032,-0.022,-0.003,-0.022,-0.032,-0.018,-0.006,0.014,-0.036,-0.038,-0.022,-0.022,-0.04,-0.04,-0.036,0.006
,-0.033,-0.022,-0.003,-0.022,-0.033,-0.017,-0.006,0.013,-0.036,-0.037,-0.022,-0.022,-0.041,-0.041,-0.036,0.005
,-0.033,-0.022,-0.003,-0.022,-0.033,-0.016,-0.006,0.013,-0.035,-0.037,-0.022,-0.022,-0.041,-0.041,-0.035,0.005
,-0.033,-0.022,-0.003,-0.022,-0.033,-0.015,-0.006,0.012,-0.035,-0.037,-0.022,-0.022,-0.041,-0.041,-0.035,0.004
,-0.033,-0.022,-0.003,-0.022,-0.033,-0.014,-0.006,0.011,-0.036,-0.037,-0.022,-0.022,-0.041,-0.041,-0.036,0.004
,-0.033,-0.022,-0.003,-0.022,-0.033,-0.013,-0.006,0.01,-0.036,-0.036,-0.022,-0.022,-0.041,-0.041,-0.036,0.003
,-0.034,-0.022,-0.003,-0.022,-0.034,-0.011,-0.006,0.009,-0.036,-0.036,-0.022,-0.022,-0.041,-0.041,-0.036,0.003
,-0.034,-0.022,-0.003,-0.022,-0.034,-0.01,-0.006,0.008,-0.036,-0.035,-0.022,-0.022,-0.04,-0.04,-0.036,0.003
,-0.034,-0.022,-0.003,-0.022,-0.034,-0.009,-0.006,0.007,-0.037,-0.035,-0.022,-0.022,-0.04,-0.04,-0.037,0.002
,-0.034,-0.022,-0.003,-0.022,-0.034,-0.009,-0.006,0.006,-0.037,-0.034,-0.022,-0.022,-0.04,-0.04,-0.037,0.002
,-0.034,-0.022,-0.003,-0.023,-0.034,-0.008,-0.006,0.005,-0.038,-0.033,-0.022,-0.022,-0.04,-0.04,-0.038,0.001
,-0.034,-0.022,-0.003,-0.023,-0.034,-0.007,-0.006,0.004,-0.039,-0.032,-0.022,-0.022,-0.04,-0.04,-0.039,0.001
,-0.034,-0.022,-0.004,-0.023,-0.034,-0.007,-0.006,0.003,-0.039,-0.032,-0.022,-0.022,-0.04,-0.04,-0.039,0.001
,-0.034,-0.022,-0.004,-0.023,-0.034,-0.006,-0.006,0.002,-0.04,-0.031,-0.022,-0.022,-0.039,-0.039,-0.04,0.001
,-0.033,-0.023,-0.004,-0.023,-0.033,-0.006,-0.006,0.001,-0.041,-0.03,-0.023,-0.023,-0.039,-0.039,-0.041,0
,-0.033,-0.023,-0.004,-0.023,-0.033,-0.006,-0.006,0,-0.042,-0.029,-0.023,-0.023,-0.039,-0.039,-0.042,0
,-0.033,-0.023,-0.004,-0.023,-0.033,-0.006,-0.006,-0.001,-0.043,-0.028,-0.023,-0.023,-0.039,-0.039,-0.043,0
,-0.033,-0.023,-0.004,-0.023,-0.033,-0.005,-0.006,-0.002,-0.044,-0.027,-0.023,-0.023,-0.039,-0.039,-0.044,0
,-0.033,-0.023,-0.004,-0.023,-0.033,-0.006,-0.005,-0.003,-0.045,-0.026,-0.023,-0.023,-0.039,-0.039,-0.045,0
,-0.033,-0.023,-0.005,-0.023,-0.033,-0.006,-0.005,-0.003,-0.046,-0.025,-0.023,-0.023,-0.038,-0.038,-0.046,-0.001
,-0.032,-0.024,-0.005,-0.023,-0.032,-0.006,-0.005,-0.004,-0.047,-0.024,-0.024,-0.024,-0.038,-0.038,-0.047,-0.001
,-0.032,-0.024,-0.005,-0.024,-0.032,-0.006,-0.004,-0.004,-0.048,-0.023,-0.024,-0.024,-0.038,-0.038,-0.048,-0.001
,-0.032,-0.024,-0.005,-0.024,-0.032,-0.007,-0.004,-0.005,-0.049,-0.022,-0.024,-0.024,-0.038,-0.038,-0.049,-0.001
,-0.032,-0.024,-0.005,-0.024,-0.032,-0.007,-0.003,-0.005,-0.05,-0.021,-0.024,-0.024,-0.038,-0.038,-0.05,-0.001
,-0.031,-0.025,-0.006,-0.025,-0.031,-0.007,-0.003,-0.005,-0.051,-0.02,-0.025,-0.025,-0.038,-0.038,-0.051,-0.001
,-0.031,-0.025,-0.006,-0.025,-0.031,-0.008,-0.002,-0.005,-0.051,-0.019,-0.025,-0.025,-0.038,-0.038,-0.051,-0.001
,-0.03,-0.025,-0.006,-0.025,-0.03,-0.008,-0.001,-0.005,-0.052,-0.018,-0.025,-0.025,-0.039,-0.039,-0.052,-0.002
,-0.03,-0.026,-0.007,-0.026,-0.03,-0.008,-0.001,-0.005,-0.052,-0.017,-0.026,-0.026,-0.039,-0.039,-0.052,-0.002
,-0.03,-0.026,-0.007,-0.026,-0.03,-0.009,0,-0.005,-0.053,-0.017,-0.026,-0.026,-0.039,-0.039,-0.053,-0.002
,-0.029,-0.026,-0.007,-0.027,-0.029,-0.009,0,-0.005,-0.053,-0.016,-0.026,-0.026,-0.039,-0.039,-0.053,-0.002
,-0.029,-0.027,-0.007,-0.028,-0.029,-0.009,0.001,-0.004,-0.053,-0.015,-0.027,-0.027,-0.039,-0.039,-0.053,-0.003
,-0.028,-0.028,-0.008,-0.029,-0.028,-0.009,0.001,-0.004,-0.053,-0.014,-0.028,-0.028,-0.04,-0.04,-0.053,-0.003
,-0.028,-0.028,-0.008,-0.029,-0.028,-0.009,0.002,-0.003,-0.053,-0.014,-0.028,-0.028,-0.04,-0.04,-0.053,-0.003
,-0.027,-0.029,-0.009,-0.03,-0.027,-0.009,0.002,-0.003,-0.053,-0.013,-0.029,-0.029,-0.04,-0.04,-0.053,-0.004
,-0.027,-0.03,-0.009,-0.031,-0.027,-0.009,0.002,-0.002,-0.053,-0.012,-0.03,-0.03,-0.04,-0.04,-0.053,-0.004
,-0.026,-0.03,-0.009,-0.032,-0.026,-0.009,0.002,-0.002,-0.052,-0.012,-0.03,-0.03,-0.041,-0.041,-0.052,-0.004
,-0.025,-0.031,-0.009,-0.033,-0.025,-0.009,0.003,-0.001,-0.051,-0.011,-0.031,-0.031,-0.041,-0.041,-0.051,-0.004
,-0.025,-0.032,-0.01,-0.034,-0.025,-0.008,0.003,0,-0.051,-0.011,-0.032,-0.032,-0.041,-0.041,-0.051,-0.005
,-0.024,-0.033,-0.01,-0.035,-0.024,-0.008,0.003,0,-0.05,-0.01,-0.033,-0.033,-0.041,-0.041,-0.05,-0.005
,-0.024,-0.034,-0.01,-0.036,-0.024,-0.008,0.003,0.001,-0.049,-0.01,-0.034,-0.034,-0.041,-0.041,-0.049,-0.005
,-0.023,-0.035,-0.01,-0.036,-0.023,-0.007,0.002,0.002,-0.048,-0.01,-0.035,-0.035,-0.042,-0.042,-0.048,-0.005
,-0.023,-0.036,-0.01,-0.037,-0.023,-0.007,0.002,0.002,-0.047,-0.01,-0.036,-0.036,-0.042,-0.042,-0.047,-0.005
,-0.022,-0.037,-0.01,-0.038,-0.022,-0.006,0.002,0.003,-0.045,-0.009,-0.037,-0.037,-0.042,-0.042,-0.045,-0.005
,-0.022,-0.038,-0.01,-0.039,-0.022,-0.005,0.002,0.003,-0.044,-0.009,-0.038,-0.038,-0.042,-0.042,-0.044,-0.006
,-0.021,-0.039,-0.01,-0.039,-0.021,-0.005,0.001,0.003,-0.043,-0.009,-0.039,-0.039,-0.042,-0.042,-0.043,-0.006
,-0.021,-0.04,-0.01,-0.04,-0.021,-0.004,0.001,0.003,-0.042,-0.009,-0.04,-0.04,-0.042,-0.042,-0.042,-0.006
,-0.02,-0.041,-0.01,-0.04,-0.02,-0.004,0.001,0.004,-0.04,-0.009,-0.041,-0.041,-0.041,-0.041,-0.04,-0.006
,-0.02,-0.042,-0.009,-0.041,-0.02,-0.003,0,0.004,-0.039,-0.009,-0.042,-0.042,-0.041,-0.041,-0.039,-0.006
,-0.02,-0.043,-0.009,-0.041,-0.02,-0.003,0,0.003,-0.038,-0.009,-0.043,-0.043,-0.041,-0.041,-0.038,-0.005
,-0.019,-0.044,-0.008,-0.041,-0.019,-0.002,0,0.003,-0.037,-0.01,-0.044,-0.044,-0.041,-0.041,-0.037,-0.005
,-0.019,-0.044,-0.007,-0.041,-0.019,-0.002,-0.001,0.003,-0.036,-0.01,-0.044,-0.044,-0.041,-0.041,-0.036,-0.005
,-0.019,-0.045,-0.006,-0.041,-0.019,-0.001,-0.001,0.002,-0.035,-0.01,-0.045,-0.045,-0.04,-0.04,-0.035,-0.005
,-0.019,-0.045,-0.006,-0.041,-0.019,-0.001,-0.002,0.002,-0.034,-0.011,-0.045,-0.045,-0.04,-0.04,-0.034,-0.005
,-0.019,-0.046,-0.005,-0.041,-0.019,0,-0.002,0.001,-0.033,-0.011,-0.046,-0.046,-0.04,-0.04,-0.033,-0.005
,-0.019,-0.046,-0.003,-0.041,-0.019,0,-0.002,0.001,-0.033,-0.011,-0.046,-0.046,-0.039,-0.039,-0.033,-0.005
,-0.019,-0.046,-0.002,-0.041,-0.019,0.001,-0.003,0,-0.032,-0.012,-0.046,-0.046,-0.039,-0.039,-0.032,-0.004
,-0.019,-0.046,-0.001,-0.041,-0.019,0.001,-0.003,-0.001,-0.032,-0.012,-0.046,-0.046,-0.038,-0.038,-0.032,-0.004
,-0.019,-0.046,0,-0.041,-0.019,0.002,-0.003,-0.002,-0.032,-0.013,-0.046,-0.046,-0.038,-0.038,-0.032,-0.004
,-0.02,-0.046,0.001,-0.04,-0.02,0.002,-0.004,-0.003,-0.032,-0.014,-0.046,-0.046,-0.037,-0.037,-0.032,-0.004
,-0.02,-0.045,0.003,-0.04,-0.02,0.003,-0.004,-0.004,-0.032,-0.014,-0.045,-0.045,-0.037,-0.037,-0.032,-0.004
,-0.02,-0.045,0.004,-0.04,-0.02,0.003,-0.004,-0.005,-0.032,-0.015,-0.045,-0.045,-0.036,-0.036,-0.032,-0.004
,-0.021,-0.044,0.005,-0.04,-0.021,0.004,-0.004,-0.006,-0.032,-0.015,-0.044,-0.044,-0.036,-0.036,-0.032,-0.004
,-0.021,-0.044,0.006,-0.04,-0.021,0.004,-0.005,-0.007,-0.032,-0.016,-0.044,-0.044,-0.036,-0.036,-0.032,-0.004
,-0.022,-0.043,0.008,-0.04,-0.022,0.005,-0.005,-0.008,-0.032,-0.017,-0.043,-0.043,-0.035,-0.035,-0.032,-0.004
,-0.022,-0.042,0.009,-0.039,-0.022,0.005,-0.005,-0.009,-0.033,-0.017,-0.042,-0.042,-0.035,-0.035,-0.033,-0.004
,-0.023,-0.041,0.01,-0.039,-0.023,0.006,-0.005,-0.009,-0.033,-0.018,-0.041,-0.041,-0.034,-0.034,-0.033,-0.004
,-0.023,-0.04,0.011,-0.039,-0.023,0.006,-0.005,-0.01,-0.034,-0.019,-0.04,-0.04,-0.034,-0.034,-0.034,-0.004
,-0.023,-0.039,0.012,-0.039,-0.023,0.007,-0.004,-0.011,-0.034,-0.019,-0.039,-0.039,-0.034,-0.034,-0.034,-0.004
,-0.024,-0.038,0.013,-0.039,-0.024,0.007,-0.004,-0.012,-0.035,-0.02,-0.038,-0.038,-0.034,-0.034,-0.035,-0.004
,-0.024,-0.036,0.013,-0.039,-0.024,0.007,-0.004,-0.012,-0.035,-0.021,-0.036,-0.036,-0.033,-0.033,-0.035,-0.004
,-0.024,-0.035,0.014,-0.039,-0.024,0.008,-0.004,-0.013,-0.036,-0.021,-0.035,-0.035,-0.033,-0.033,-0.036,-0.004
,-0.025,-0.034,0.014,-0.039,-0.025,0.008,-0.003,-0.013,-0.036,-0.022,-0.034,-0.034,-0.033,-0.033,-0.036,-0.005
,-0.025,-0.033,0.015,-0.04,-0.025,0.009,-0.003,-0.013,-0.037,-0.022,-0.033,-0.033,-0.033,-0.033,-0.037,-0.005
,-0.025,-0.032,0.015,-0.04,-0.025,0.009,-0.002,-0.014,-0.037,-0.023,-0.032,-0.032,-0.033,-0.033,-0.037,-0.005
,-0.025,-0.031,0.015,-0.04,-0.025,0.009,-0.002,-0.014,-0.038,-0.023,-0.031,-0.031,-0.032,-0.032,-0.038,-0.005
,-0.025,-0.03,0.015,-0.04,-0.025,0.01,-0.001,-0.014,-0.038,-0.024,-0.03,-0.03,-0.032,-0.032,-0.038,-0.006
,-0.025,-0.029,0.015,-0.04,-0.025,0.01,0,-0.014,-0.038,-0.024,-0.029,-0.029,-0.032,-0.032,-0.038,-0.006
,-0.025,-0.029,0.015,-0.04,-0.025,0.011,0,-0.014,-0.038,-0.025,-0.029,-0.029,-0.032,-0.032,-0.038,-0.006
,-0.024,-0.028,0.014,-0.04,-0.024,0.011,0.001,-0.014,-0.039,-0.026,-0.028,-0.028,-0.032,-0.032,-0.039,-0.007
,-0.024,-0.028,0.014,-0.04,-0.024,0.011,0.002,-0.014,-0.039,-0.026,-0.028,-0.028,-0.032,-0.032,-0.039,-0.007
,-0.024,-0.027,0.013,-0.041,-0.024,0.012,0.002,-0.014,-0.038,-0.026,-0.027,-0.027,-0.031,-0.031,-0.038,-0.008
,-0.023,-0.027,0.013,-0.041,-0.023,0.012,0.003,-0.014,-0.038,-0.027,-0.027,-0.027,-0.031,-0.031,-0.038,-0.008
,-0.023,-0.027,0.012,-0.041,-0.023,0.012,0.004,-0.014,-0.038,-0.027,-0.027,-0.027,-0.031,-0.031,-0.038,-0.009
,-0.022,-0.027,0.012,-0.041,-0.022,0.013,0.005,-0.015,-0.038,-0.028,-0.027,-0.027,-0.031,-0.031,-0.038,-0.009
,-0.022,-0.027,0.011,-0.041,-0.022,0.013,0.005,-0.015,-0.037,-0.028,-0.027,-0.027,-0.031,-0.031,-0.037,-0.009
,-0.021,-0.028,0.01,-0.041,-0.021,0.014,0.006,-0.015,-0.037,-0.029,-0.028,-0.028,-0.03,-0.03,-0.037,-0.01
,-0.021,-0.028,0.01,-0.041,-0.021,0.014,0.006,-0.015,-0.037,-0.029,-0.028,-0.028,-0.03,-0.03,-0.037,-0.01
,-0.02,-0.029,0.009,-0.04,-0.02,0.015,0.007,-0.015,-0.036,-0.029,-0.029,-0.029,-0.03,-0.03,-0.036,-0.011
,-0.02,-0.029,0.008,-0.04,-0.02,0.015,0.007,-0.016,-0.036,-0.03,-0.029,-0.029,-0.03,-0.03,-0.036,-0.011
,-0.02,-0.03,0.008,-0.04,-0.02,0.016,0.007,-0.016,-0.035,-0.03,-0.03,-0.03,-0.029,-0.029,-0.035,-0.012
,-0.019,-0.031,0.007,-0.04,-0.019,0.016,0.007,-0.017,-0.034,-0.03,-0.031,-0.031,-0.029,-0.029,-0.034,-0.012
,-0.019,-0.032,0.007,-0.039,-0.019,0.017,0.007,-0.017,-0.034,-0.031,-0.032,-0.032,-0.029,-0.029,-0.034,-0.013
,-0.019,-0.032,0.006,-0.039,-0.019,0.018,0.007,-0.018,-0.033,-0.031,-0.032,-0.032,-0.028,-0.028,-0.033,-0.013
,-0.019,-0.033,0.006,-0.039,-0.019,0.018,0.007,-0.018,-0.033,-0.031,-0.033,-0.033,-0.028,-0.028,-0.033,-0.013
,-0.019,-0.034,0.005,-0.038,-0.019,0.019,0.007,-0.019,-0.032,-0.032,-0.034,-0.034,-0.027,-0.027,-0.032,-0.013
,-0.019,-0.035,0.005,-0.038,-0.019,0.02,0.006,-0.019,-0.032,-0.032,-0.035,-0.035,-0.027,-0.027,-0.032,-0.014
,-0.019,-0.036,0.005,-0.037,-0.019,0.021,0.006,-0.02,-0.031,-0.032,-0.036,-0.036,-0.027,-0.027,-0.031,-0.014
,-0.019,-0.037,0.005,-0.037,-0.019,0.022,0.005,-0.021,-0.031,-0.033,-0.037,-0.037,-0.026,-0.026,-0.031,-0.014
,-0.019,-0.038,0.005,-0.036,-0.019,0.022,0.004,-0.022,-0.031,-0.033,-0.038,-0.038,-0.026,-0.026,-0.031,-0.014
,-0.02,-0.039,0.005,-0.035,-0.02,0.023,0.004,-0.022,-0.031,-0.033,-0.039,-0.039,-0.026,-0.026,-0.031,-0.014
,-0.02,-0.041,0.005,-0.035,-0.02,0.024,0.003,-0.023,-0.031,-0.033,-0.041,-0.041,-0.025,-0.025,-0.031,-0.013
,-0.021,-0.041,0.005,-0.034,-0.021,0.025,0.002,-0.024,-0.031,-0.034,-0.041,-0.041,-0.025,-0.025,-0.031,-0.013
,-0.021,-0.042,0.005,-0.034,-0.021,0.025,0.001,-0.024,-0.031,-0.034,-0.042,-0.042,-0.025,-0.025,-0.031,-0.013
,-0.022,-0.043,0.005,-0.033,-0.022,0.026,0,-0.025,-0.031,-0.034,-0.043,-0.043,-0.025,-0.025,-0.031,-0.012
,-0.022,-0.044,0.006,-0.032,-0.022,0.027,-0.001,-0.025,-0.031,-0.035,-0.044,-0.044,-0.025,-0.025,-0.031,-0.011
,-0.023,-0.045,0.006,-0.032,-0.023,0.027,-0.002,-0.026,-0.032,-0.035,-0.045,-0.045,-0.024,-0.024,-0.032,-0.011
,-0.023,-0.046,0.006,-0.031,-0.023,0.028,-0.002,-0.026,-0.032,-0.036,-0.046,-0.046,-0.024,-0.024,-0.032,-0.01
,-0.024,-0.047,0.007,-0.03,-0.024,0.028,-0.003,-0.027,-0.033,-0.036,-0.047,-0.047,-0.025,-0.025,-0.033,-0.009
,-0.024,-0.047,0.007,-0.03,-0.024,0.029,-0.004,-0.027,-0.033,-0.036,-0.047,-0.047,-0.025,-0.025,-0.033,-0.008
,-0.025,-0.048,0.008,-0.029,-0.025,0.029,-0.004,-0.027,-0.034,-0.037,-0.048,-0.048,-0.025,-0.025,-0.034,-0.006
,-0.025,-0.049,0.008,-0.029,-0.025,0.03,-0.005,-0.028,-0.035,-0.037,-0.049,-0.049,-0.025,-0.025,-0.035,-0.005
,-0.025,-0.049,0.009,-0.028,-0.025,0.03,-0.005,-0.028,-0.035,-0.038,-0.049,-0.049,-0.025,-0.025,-0.035,-0.004
,-0.025,-0.05,0.009,-0.028,-0.025,0.03,-0.006,-0.028,-0.036,-0.038,-0.05,-0.05,-0.026,-0.026,-0.036,-0.002
,-0.026,-0.05,0.01,-0.027,-0.026,0.031,-0.006,-0.028,-0.037,-0.038,-0.05,-0.05,-0.026,-0.026,-0.037,-0.001
,-0.026,-0.051,0.01,-0.027,-0.026,0.031,-0.006,-0.028,-0.038,-0.039,-0.051,-0.051,-0.027,-0.027,-0.038,0
,-0.025,-0.051,0.011,-0.027,-0.025,0.031,-0.006,-0.028,-0.038,-0.039,-0.051,-0.051,-0.027,-0.027,-0.038,0.002
,-0.025,-0.051,0.011,-0.026,-0.025,0.031,-0.005,-0.028,-0.039,-0.04,-0.051,-0.051,-0.028,-0.028,-0.039,0.003
,-0.025,-0.051,0.011,-0.026,-0.025,0.031,-0.005,-0.028,-0.04,-0.04,-0.051,-0.051,-0.028,-0.028,-0.04,0.004
,-0.025,-0.052,0.012,-0.026,-0.025,0.031,-0.004,-0.028,-0.041,-0.041,-0.052,-0.052,-0.029,-0.029,-0.041,0.006
,-0.024,-0.052,0.012,-0.025,-0.024,0.031,-0.004,-0.028,-0.042,-0.041,-0.052,-0.052,-0.03,-0.03,-0.042,0.007
,-0.024,-0.052,0.012,-0.025,-0.024,0.031,-0.003,-0.028,-0.042,-0.041,-0.052,-0.052,-0.03,-0.03,-0.042,0.008
,-0.024,-0.052,0.013,-0.025,-0.024,0.031,-0.002,-0.028,-0.043,-0.042,-0.052,-0.052,-0.031,-0.031,-0.043,0.009
,-0.023,-0.052,0.013,-0.025,-0.023,0.03,-0.001,-0.028,-0.044,-0.042,-0.052,-0.052,-0.032,-0.032,-0.044,0.01
,-0.023,-0.052,0.013,-0.025,-0.023,0.03,-0.001,-0.028,-0.044,-0.042,-0.052,-0.052,-0.032,-0.032,-0.044,0.011
,-0.022,-0.051,0.013,-0.025,-0.022,0.029,0,-0.028,-0.045,-0.043,-0.051,-0.051,-0.033,-0.033,-0.045,0.012
,-0.022,-0.051,0.013,-0.025,-0.022,0.029,0.001,-0.028,-0.045,-0.043,-0.051,-0.051,-0.033,-0.033,-0.045,0.012
,-0.021,-0.051,0.013,-0.024,-0.021,0.028,0.002,-0.028,-0.045,-0.043,-0.051,-0.051,-0.033,-0.033,-0.045,0.013
,-0.021,-0.05,0.013,-0.024,-0.021,0.028,0.003,-0.029,-0.046,-0.043,-0.05,-0.05,-0.034,-0.034,-0.046,0.013
,-0.021,-0.05,0.012,-0.024,-0.021,0.027,0.003,-0.029,-0.046,-0.044,-0.05,-0.05,-0.034,-0.034,-0.046,0.013
,-0.02,-0.05,0.012,-0.025,-0.02,0.026,0.004,-0.029,-0.046,-0.044,-0.05,-0.05,-0.034,-0.034,-0.046,0.014
,-0.02,-0.049,0.012,-0.025,-0.02,0.025,0.004,-0.029,-0.046,-0.044,-0.049,-0.049,-0.034,-0.034,-0.046,0.013
,-0.02,-0.048,0.012,-0.025,-0.02,0.025,0.005,-0.03,-0.046,-0.044,-0.048,-0.048,-0.034,-0.034,-0.046,0.013
,-0.019,-0.048,0.011,-0.025,-0.019,0.024,0.005,-0.03,-0.045,-0.044,-0.048,-0.048,-0.034,-0.034,-0.045,0.013
,-0.019,-0.047,0.011,-0.025,-0.019,0.023,0.005,-0.031,-0.045,-0.045,-0.047,-0.047,-0.034,-0.034,-0.045,0.013
,-0.019,-0.047,0.011,-0.025,-0.019,0.022,0.005,-0.031,-0.045,-0.045,-0.047,-0.047,-0.034,-0.034,-0.045,0.013
,-0.019,-0.046,0.01,-0.025,-0.019,0.021,0.005,-0.032,-0.044,-0.045,-0.046,-0.046,-0.033,-0.033,-0.044,0.012
,-0.019,-0.046,0.01,-0.025,-0.019,0.02,0.004,-0.032,-0.044,-0.045,-0.046,-0.046,-0.033,-0.033,-0.044,0.012
