Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,0.055,0.029,-0.025,-0.029,0.048,-0.02,-0.075,0.055,0.001
,0.055,0.03,-0.025,-0.03,0.049,-0.019,-0.075,0.055,0.001
,0.056,0.03,-0.025,-0.029,0.049,-0.019,-0.076,0.056,0.001
,0.056,0.031,-0.025,-0.029,0.049,-0.018,-0.076,0.056,0.001
,0.056,0.032,-0.025,-0.029,0.05,-0.018,-0.076,0.056,0.001
,0.057,0.033,-0.025,-0.028,0.05,-0.017,-0.077,0.057,0.001
,0.057,0.034,-0.025,-0.028,0.05,-0.017,-0.077,0.057,0.001
,0.057,0.035,-0.025,-0.027,0.05,-0.017,-0.078,0.057,0.001
,0.057,0.036,-0.026,-0.026,0.049,-0.017,-0.078,0.057,0.002
,0.058,0.037,-0.026,-0.026,0.049,-0.018,-0.079,0.058,0.002
,0.058,0.038,-0.026,-0.025,0.049,-0.018,-0.079,0.058,0.002
,0.058,0.039,-0.027,-0.024,0.048,-0.019,-0.079,0.058,0.002
,0.058,0.04,-0.027,-0.023,0.047,-0.019,-0.08,0.058,0.003
,0.059,0.041,-0.027,-0.022,0.047,-0.02,-0.08,0.059,0.003
,0.059,0.042,-0.028,-0.021,0.046,-0.021,-0.08,0.059,0.003
,0.059,0.043,-0.028,-0.02,0.045,-0.022,-0.08,0.059,0.004
,0.059,0.044,-0.028,-0.02,0.044,-0.023,-0.08,0.059,0.004
,0.06,0.044,-0.029,-0.019,0.043,-0.024,-0.08,0.06,0.005
,0.06,0.045,-0.029,-0.018,0.042,-0.025,-0.08,0.06,0.005
,0.06,0.045,-0.029,-0.018,0.041,-0.026,-0.08,0.06,0.005
,0.06,0.046,-0.029,-0.017,0.041,-0.027,-0.08,0.06,0.006
,0.061,0.046,-0.03,-0.017,0.04,-0.027,-0.08,0.061,0.006
,0.061,0.046,-0.03,-0.017,0.039,-0.028,-0.079,0.061,0.006
,0.061,0.046,-0.03,-0.017,0.039,-0.029,-0.079,0.061,0.006
,0.061,0.046,-0.03,-0.017,0.039,-0.029,-0.078,0.061,0.007
,0.062,0.046,-0.03,-0.018,0.038,-0.03,-0.078,0.062,0.007
,0.062,0.046,-0.03,-0.018,0.038,-0.03,-0.077,0.062,0.007
,0.062,0.046,-0.03,-0.018,0.038,-0.03,-0.076,0.062,0.006
,0.062,0.045,-0.03,-0.019,0.039,-0.031,-0.076,0.062,0.006
,0.062,0.045,-0.03,-0.02,0.039,-0.03,-0.075,0.062,0.006
,0.062,0.045,-0.029,-0.021,0.039,-0.03,-0.074,0.062,0.006
,0.062,0.045,-0.029,-0.021,0.04,-0.03,-0.073,0.062,0.005
,0.062,0.044,-0.029,-0.022,0.041,-0.03,-0.073,0.062,0.004
,0.062,0.044,-0.028,-0.023,0.042,-0.029,-0.072,0.062,0.004
,0.062,0.044,-0.028,-0.024,0.043,-0.028,-0.071,0.062,0.003
,0.062,0.044,-0.028,-0.025,0.044,-0.028,-0.071,0.062,0.002
,0.062,0.044,-0.027,-0.026,0.045,-0.027,-0.07,0.062,0.001
,0.062,0.044,-0.027,-0.027,0.046,-0.026,-0.069,0.062,0
,0.062,0.044,-0.027,-0.027,0.047,-0.025,-0.069,0.062,-0.001
,0.062,0.045,-0.026,-0.028,0.048,-0.024,-0.068,0.062,-0.002
,0.062,0.045,-0.026,-0.028,0.049,-0.024,-0.068,0.062,-0.003
,0.063,0.045,-0.026,-0.029,0.05,-0.023,-0.067,0.063,-0.004
,0.063,0.046,-0.026,-0.029,0.051,-0.022,-0.067,0.063,-0.005
,0.063,0.046,-0.025,-0.029,0.052,-0.021,-0.067,0.063,-0.006
,0.063,0.047,-0.025,-0.029,0.052,-0.02,-0.066,0.063,-0.007
,0.063,0.047,-0.025,-0.029,0.053,-0.02,-0.066,0.063,-0.008
,0.063,0.048,-0.025,-0.029,0.053,-0.019,-0.066,0.063,-0.008
,0.064,0.049,-0.025,-0.029,0.054,-0.019,-0.066,0.064,-0.009
,0.064,0.049,-0.025,-0.029,0.054,-0.018,-0.066,0.064,-0.01
,0.064,0.05,-0.024,-0.028,0.054,-0.018,-0.066,0.064,-0.01
,0.065,0.05,-0.024,-0.028,0.054,-0.018,-0.066,0.065,-0.011
,0.065,0.051,-0.024,-0.027,0.054,-0.018,-0.065,0.065,-0.011
,0.066,0.052,-0.024,-0.026,0.054,-0.018,-0.065,0.066,-0.011
,0.067,0.052,-0.024,-0.026,0.054,-0.018,-0.065,0.067,-0.011
,0.067,0.053,-0.024,-0.025,0.054,-0.018,-0.065,0.067,-0.011
,0.068,0.053,-0.024,-0.024,0.054,-0.018,-0.065,0.068,-0.011
,0.069,0.054,-0.024,-0.023,0.054,-0.019,-0.065,0.069,-0.011
,0.07,0.054,-0.024,-0.022,0.054,-0.019,-0.064,0.07,-0.01
,0.071,0.055,-0.024,-0.021,0.053,-0.019,-0.064,0.071,-0.009
,0.073,0.055,-0.024,-0.02,0.053,-0.02,-0.064,0.073,-0.008
,0.074,0.055,-0.024,-0.019,0.053,-0.02,-0.064,0.074,-0.007
,0.075,0.056,-0.024,-0.018,0.053,-0.021,-0.063,0.075,-0.006
,0.076,0.056,-0.024,-0.017,0.053,-0.021,-0.063,0.076,-0.005
,0.078,0.057,-0.023,-0.016,0.053,-0.021,-0.062,0.078,-0.004
,0.079,0.058,-0.023,-0.016,0.053,-0.022,-0.061,0.079,-0.002
,0.081,0.058,-0.023,-0.015,0.054,-0.022,-0.061,0.081,-0.001
,0.082,0.059,-0.023,-0.014,0.054,-0.022,-0.06,0.082,0.001
,0.084,0.06,-0.023,-0.013,0.055,-0.022,-0.059,0.084,0.003
,0.085,0.06,-0.023,-0.012,0.055,-0.022,-0.058,0.085,0.005
,0.086,0.061,-0.023,-0.011,0.056,-0.022,-0.057,0.086,0.006
,0.088,0.062,-0.022,-0.011,0.056,-0.022,-0.056,0.088,0.008
,0.089,0.063,-0.022,-0.01,0.057,-0.022,-0.055,0.089,0.01
,0.091,0.064,-0.022,-0.009,0.058,-0.021,-0.053,0.091,0.012
,0.092,0.066,-0.022,-0.009,0.059,-0.021,-0.052,0.092,0.014
,0.093,0.067,-0.021,-0.008,0.06,-0.02,-0.051,0.093,0.015
,0.094,0.068,-0.021,-0.008,0.062,-0.02,-0.05,0.094,0.017
,0.095,0.069,-0.021,-0.007,0.063,-0.019,-0.048,0.095,0.019
,0.096,0.071,-0.02,-0.007,0.064,-0.018,-0.047,0.096,0.02
,0.097,0.072,-0.02,-0.006,0.065,-0.017,-0.046,0.097,0.022
,0.098,0.074,-0.019,-0.006,0.066,-0.016,-0.044,0.098,0.023
,0.098,0.075,-0.019,-0.005,0.068,-0.015,-0.043,0.098,0.024
,0.099,0.076,-0.018,-0.005,0.069,-0.014,-0.042,0.099,0.026
,0.099,0.078,-0.018,-0.005,0.07,-0.013,-0.041,0.099,0.027
,0.099,0.079,-0.017,-0.005,0.071,-0.012,-0.04,0.099,0.028
,0.1,0.081,-0.016,-0.005,0.073,-0.01,-0.039,0.1,0.028
,0.1,0.082,-0.016,-0.004,0.074,-0.009,-0.038,0.1,0.029
,0.1,0.083,-0.015,-0.004,0.075,-0.008,-0.037,0.1,0.03
,0.1,0.084,-0.014,-0.004,0.076,-0.006,-0.036,0.1,0.03
,0.1,0.085,-0.013,-0.004,0.077,-0.005,-0.035,0.1,0.03
,0.1,0.086,-0.012,-0.004,0.077,-0.004,-0.034,0.1,0.031
,0.099,0.087,-0.011,-0.004,0.078,-0.002,-0.034,0.099,0.031
,0.099,0.088,-0.01,-0.004,0.079,-0.001,-0.033,0.099,0.031
,0.099,0.089,-0.009,-0.004,0.079,0,-0.033,0.099,0.031
,0.099,0.09,-0.008,-0.003,0.079,0.001,-0.033,0.099,0.03
,0.098,0.09,-0.007,-0.003,0.08,0.003,-0.032,0.098,0.03
,0.098,0.091,-0.006,-0.003,0.08,0.004,-0.032,0.098,0.03
,0.098,0.091,-0.005,-0.003,0.08,0.005,-0.032,0.098,0.029
,0.098,0.091,-0.004,-0.002,0.08,0.006,-0.032,0.098,0.029
,0.098,0.091,-0.003,-0.002,0.08,0.006,-0.032,0.098,0.028
,0.098,0.091,-0.002,-0.001,0.08,0.007,-0.032,0.098,0.028
,0.098,0.091,-0.001,-0.001,0.079,0.008,-0.032,0.098,0.027
,0.098,0.091,0,0,0.079,0.008,-0.032,0.098,0.026
,0.098,0.091,0.001,0.001,0.079,0.009,-0.032,0.098,0.026
,0.099,0.091,0.001,0.001,0.078,0.009,-0.032,0.099,0.025
,0.099,0.091,0.002,0.002,0.078,0.009,-0.032,0.099,0.025
,0.1,0.091,0.003,0.003,0.078,0.01,-0.032,0.1,0.024
,0.1,0.091,0.004,0.004,0.078,0.01,-0.032,0.1,0.024
,0.101,0.091,0.004,0.005,0.077,0.01,-0.032,0.101,0.024
,0.102,0.091,0.005,0.005,0.077,0.01,-0.032,0.102,0.024
,0.103,0.091,0.005,0.006,0.077,0.01,-0.031,0.103,0.024
,0.104,0.091,0.006,0.007,0.077,0.01,-0.031,0.104,0.024
,0.105,0.091,0.006,0.008,0.077,0.01,-0.03,0.105,0.024
,0.106,0.091,0.006,0.009,0.077,0.01,-0.03,0.106,0.025
,0.108,0.092,0.006,0.009,0.077,0.01,-0.029,0.108,0.026
,0.109,0.092,0.006,0.01,0.077,0.011,-0.028,0.109,0.027
,0.11,0.093,0.006,0.011,0.077,0.011,-0.027,0.11,0.027
,0.111,0.093,0.006,0.011,0.077,0.011,-0.026,0.111,0.029
,0.113,0.094,0.006,0.012,0.078,0.011,-0.025,0.113,0.03
,0.114,0.095,0.006,0.012,0.078,0.012,-0.023,0.114,0.031
,0.115,0.096,0.006,0.012,0.078,0.012,-0.022,0.115,0.033
,0.116,0.097,0.005,0.013,0.079,0.013,-0.02,0.116,0.034
,0.117,0.099,0.005,0.013,0.079,0.013,-0.019,0.117,0.036
,0.118,0.1,0.005,0.013,0.079,0.014,-0.017,0.118,0.038
,0.119,0.101,0.004,0.013,0.08,0.015,-0.016,0.119,0.04
,0.119,0.102,0.004,0.013,0.08,0.015,-0.014,0.119,0.041
,0.12,0.104,0.004,0.013,0.08,0.016,-0.012,0.12,0.043
,0.12,0.105,0.003,0.013,0.081,0.017,-0.011,0.12,0.045
,0.121,0.106,0.003,0.013,0.081,0.017,-0.009,0.121,0.047
,0.121,0.108,0.003,0.013,0.081,0.018,-0.008,0.121,0.048
,0.121,0.109,0.003,0.013,0.081,0.019,-0.006,0.121,0.05
,0.121,0.11,0.003,0.013,0.081,0.019,-0.005,0.121,0.052
,0.121,0.111,0.003,0.013,0.081,0.02,-0.004,0.121,0.053
,0.121,0.112,0.003,0.013,0.081,0.02,-0.002,0.121,0.055
,0.121,0.113,0.003,0.013,0.081,0.021,-0.001,0.121,0.056
,0.121,0.113,0.004,0.013,0.081,0.021,-0.001,0.121,0.057
,0.121,0.114,0.004,0.013,0.081,0.021,0,0.121,0.058
,0.121,0.115,0.005,0.013,0.081,0.021,0.001,0.121,0.059
,0.121,0.115,0.005,0.014,0.081,0.022,0.001,0.121,0.06
,0.121,0.115,0.006,0.014,0.081,0.022,0.002,0.121,0.061
,0.12,0.115,0.007,0.014,0.081,0.022,0.002,0.12,0.062
,0.12,0.115,0.008,0.015,0.081,0.022,0.002,0.12,0.063
,0.12,0.115,0.009,0.015,0.081,0.022,0.002,0.12,0.063
,0.12,0.115,0.011,0.016,0.081,0.022,0.001,0.12,0.064
,0.12,0.115,0.012,0.017,0.081,0.021,0.001,0.12,0.064
,0.121,0.115,0.013,0.017,0.081,0.021,0.001,0.121,0.065
,0.121,0.115,0.015,0.018,0.082,0.021,0.001,0.121,0.065
,0.121,0.115,0.016,0.019,0.082,0.021,0,0.121,0.066
,0.122,0.115,0.017,0.02,0.082,0.022,0,0.122,0.066
,0.122,0.115,0.019,0.021,0.083,0.022,-0.001,0.122,0.067
,0.123,0.116,0.02,0.022,0.083,0.022,-0.001,0.123,0.067
,0.124,0.116,0.022,0.023,0.084,0.022,-0.001,0.124,0.068
,0.124,0.116,0.023,0.024,0.084,0.023,-0.002,0.124,0.068
,0.125,0.117,0.025,0.026,0.085,0.023,-0.002,0.125,0.069
,0.126,0.117,0.026,0.027,0.086,0.024,-0.002,0.126,0.07
,0.127,0.118,0.027,0.028,0.087,0.024,-0.002,0.127,0.07
,0.128,0.119,0.029,0.029,0.087,0.025,-0.002,0.128,0.071
,0.129,0.12,0.03,0.031,0.088,0.026,-0.002,0.129,0.072
,0.13,0.121,0.031,0.032,0.089,0.027,-0.002,0.13,0.073
,0.131,0.122,0.031,0.033,0.09,0.028,-0.001,0.131,0.073
,0.132,0.124,0.032,0.034,0.091,0.029,-0.001,0.132,0.074
,0.133,0.125,0.033,0.035,0.091,0.03,-0.001,0.133,0.075
,0.134,0.126,0.033,0.037,0.092,0.031,0,0.134,0.075
,0.135,0.128,0.033,0.038,0.093,0.032,0,0.135,0.076
,0.135,0.129,0.033,0.039,0.093,0.034,0.001,0.135,0.076
,0.136,0.13,0.033,0.039,0.094,0.035,0.001,0.136,0.077
,0.137,0.131,0.033,0.04,0.094,0.036,0.001,0.137,0.077
,0.137,0.133,0.032,0.041,0.094,0.037,0.002,0.137,0.077
,0.137,0.134,0.032,0.041,0.095,0.037,0.002,0.137,0.077
,0.137,0.135,0.031,0.042,0.095,0.038,0.002,0.137,0.077
,0.137,0.135,0.03,0.042,0.095,0.039,0.002,0.137,0.077
,0.137,0.136,0.029,0.042,0.094,0.039,0.003,0.137,0.077
,0.137,0.136,0.028,0.042,0.094,0.04,0.002,0.137,0.077
,0.136,0.137,0.027,0.042,0.094,0.04,0.002,0.136,0.076
,0.136,0.137,0.026,0.042,0.093,0.04,0.002,0.136,0.076
,0.135,0.137,0.025,0.042,0.092,0.039,0.002,0.135,0.075
,0.134,0.137,0.023,0.041,0.091,0.039,0.001,0.134,0.074
,0.133,0.136,0.022,0.04,0.09,0.039,0.001,0.133,0.073
,0.132,0.136,0.021,0.04,0.089,0.038,0,0.132,0.072
,0.131,0.135,0.02,0.039,0.088,0.037,-0.001,0.131,0.071
,0.13,0.134,0.019,0.037,0.087,0.036,-0.001,0.13,0.07
,0.129,0.133,0.018,0.036,0.086,0.035,-0.002,0.129,0.069
,0.128,0.132,0.018,0.035,0.084,0.034,-0.003,0.128,0.068
,0.127,0.131,0.017,0.033,0.083,0.032,-0.004,0.127,0.067
,0.126,0.13,0.017,0.032,0.082,0.031,-0.005,0.126,0.066
,0.125,0.128,0.017,0.03,0.081,0.029,-0.007,0.125,0.065
,0.125,0.127,0.017,0.029,0.079,0.028,-0.008,0.125,0.064
,0.124,0.126,0.017,0.027,0.078,0.026,-0.009,0.124,0.063
,0.123,0.124,0.017,0.026,0.077,0.025,-0.01,0.123,0.062
,0.122,0.123,0.017,0.024,0.076,0.023,-0.012,0.122,0.061
,0.122,0.122,0.018,0.022,0.075,0.022,-0.013,0.122,0.06
,0.121,0.121,0.018,0.021,0.075,0.021,-0.014,0.121,0.059
,0.121,0.12,0.019,0.019,0.074,0.019,-0.015,0.121,0.058
,0.12,0.119,0.02,0.018,0.073,0.018,-0.017,0.12,0.058
,0.12,0.118,0.02,0.016,0.073,0.017,-0.018,0.12,0.057
,0.12,0.118,0.021,0.015,0.073,0.016,-0.019,0.12,0.056
,0.12,0.117,0.022,0.013,0.073,0.015,-0.02,0.12,0.056
,0.12,0.117,0.023,0.012,0.073,0.015,-0.021,0.12,0.055
,0.12,0.117,0.024,0.011,0.073,0.014,-0.022,0.12,0.055
,0.12,0.117,0.024,0.01,0.073,0.014,-0.023,0.12,0.054
,0.12,0.117,0.025,0.009,0.073,0.013,-0.024,0.12,0.054
,0.12,0.117,0.026,0.008,0.074,0.013,-0.025,0.12,0.053
,0.12,0.117,0.026,0.008,0.074,0.013,-0.025,0.12,0.053
,0.12,0.117,0.027,0.007,0.075,0.013,-0.026,0.12,0.053
,0.12,0.118,0.027,0.007,0.075,0.013,-0.026,0.12,0.052
,0.12,0.118,0.027,0.006,0.076,0.013,-0.027,0.12,0.052
,0.12,0.119,0.027,0.006,0.076,0.014,-0.027,0.12,0.051
,0.12,0.119,0.027,0.006,0.077,0.014,-0.027,0.12,0.051
,0.119,0.12,0.026,0.006,0.077,0.014,-0.027,0.119,0.05
,0.119,0.12,0.026,0.006,0.078,0.015,-0.027,0.119,0.05
,0.119,0.121,0.025,0.006,0.078,0.015,-0.027,0.119,0.05
,0.119,0.121,0.024,0.006,0.079,0.016,-0.027,0.119,0.049
,0.118,0.122,0.024,0.006,0.079,0.016,-0.027,0.118,0.049
,0.118,0.122,0.022,0.006,0.079,0.017,-0.026,0.118,0.048
,0.117,0.122,0.021,0.007,0.079,0.017,-0.026,0.117,0.048
,0.117,0.122,0.02,0.007,0.079,0.018,-0.026,0.117,0.047
,0.116,0.122,0.019,0.007,0.079,0.018,-0.025,0.116,0.047
,0.116,0.122,0.017,0.008,0.079,0.019,-0.025,0.116,0.047
,0.115,0.122,0.016,0.008,0.078,0.019,-0.024,0.115,0.047
,0.114,0.122,0.014,0.009,0.078,0.019,-0.024,0.114,0.046
,0.113,0.121,0.012,0.009,0.077,0.02,-0.023,0.113,0.046
,0.113,0.121,0.011,0.009,0.077,0.02,-0.023,0.113,0.046
,0.112,0.121,0.009,0.009,0.076,0.02,-0.022,0.112,0.046
,0.111,0.12,0.007,0.01,0.075,0.02,-0.022,0.111,0.046
,0.11,0.119,0.005,0.01,0.074,0.019,-0.021,0.11,0.046
,0.109,0.119,0.003,0.01,0.073,0.019,-0.021,0.109,0.046
,0.108,0.118,0.002,0.01,0.072,0.019,-0.021,0.108,0.046
,0.107,0.117,0,0.01,0.071,0.018,-0.021,0.107,0.045
,0.106,0.116,-0.002,0.01,0.069,0.017,-0.021,0.106,0.045
,0.105,0.115,-0.004,0.009,0.068,0.016,-0.022,0.105,0.045
,0.103,0.114,-0.006,0.009,0.067,0.016,-0.022,0.103,0.045
,0.102,0.113,-0.007,0.008,0.065,0.014,-0.023,0.102,0.045
,0.101,0.113,-0.009,0.008,0.064,0.013,-0.023,0.101,0.045
,0.1,0.111,-0.011,0.007,0.062,0.012,-0.024,0.1,0.044
,0.099,0.11,-0.012,0.006,0.061,0.011,-0.025,0.099,0.044
,0.097,0.109,-0.014,0.005,0.06,0.009,-0.027,0.097,0.044
,0.096,0.108,-0.015,0.004,0.058,0.008,-0.028,0.096,0.043
,0.095,0.107,-0.017,0.003,0.057,0.006,-0.029,0.095,0.042
,0.094,0.106,-0.018,0.002,0.055,0.004,-0.031,0.094,0.042
,0.092,0.105,-0.019,0,0.054,0.003,-0.033,0.092,0.041
,0.091,0.104,-0.021,-0.001,0.052,0.001,-0.035,0.091,0.04
,0.09,0.103,-0.022,-0.003,0.051,-0.001,-0.037,0.09,0.039
,0.089,0.102,-0.023,-0.004,0.05,-0.002,-0.039,0.089,0.038
,0.087,0.101,-0.024,-0.006,0.048,-0.004,-0.041,0.087,0.037
,0.086,0.1,-0.025,-0.007,0.047,-0.006,-0.043,0.086,0.036
,0.085,0.098,-0.026,-0.009,0.046,-0.008,-0.045,0.085,0.034
,0.084,0.097,-0.026,-0.011,0.045,-0.009,-0.048,0.084,0.033
,0.083,0.096,-0.027,-0.013,0.043,-0.011,-0.05,0.083,0.031
,0.082,0.095,-0.027,-0.014,0.042,-0.012,-0.052,0.082,0.03
,0.08,0.094,-0.028,-0.016,0.041,-0.014,-0.055,0.08,0.028
,0.079,0.093,-0.028,-0.018,0.04,-0.015,-0.057,0.079,0.027
,0.078,0.092,-0.029,-0.019,0.039,-0.017,-0.059,0.078,0.025
,0.077,0.091,-0.029,-0.021,0.037,-0.018,-0.062,0.077,0.024
,0.076,0.09,-0.029,-0.023,0.036,-0.02,-0.064,0.076,0.022
,0.075,0.089,-0.029,-0.024,0.035,-0.021,-0.066,0.075,0.021
,0.075,0.088,-0.029,-0.026,0.034,-0.022,-0.069,0.075,0.019
,0.074,0.087,-0.029,-0.027,0.032,-0.023,-0.071,0.074,0.017
,0.073,0.086,-0.029,-0.029,0.031,-0.025,-0.073,0.073,0.016
,0.072,0.085,-0.029,-0.03,0.03,-0.026,-0.075,0.072,0.014
,0.071,0.084,-0.029,-0.032,0.028,-0.027,-0.077,0.071,0.013
,0.071,0.084,-0.029,-0.033,0.027,-0.028,-0.079,0.071,0.011
,0.07,0.083,-0.029,-0.034,0.025,-0.029,-0.081,0.07,0.01
,0.069,0.082,-0.029,-0.035,0.024,-0.03,-0.083,0.069,0.009
,0.069,0.082,-0.029,-0.036,0.023,-0.03,-0.084,0.069,0.007
,0.068,0.081,-0.029,-0.038,0.021,-0.031,-0.086,0.068,0.006
,0.068,0.08,-0.03,-0.039,0.02,-0.032,-0.088,0.068,0.005
,0.067,0.08,-0.03,-0.04,0.019,-0.033,-0.09,0.067,0.003
,0.066,0.079,-0.031,-0.041,0.017,-0.034,-0.091,0.066,0.002
,0.066,0.078,-0.031,-0.042,0.016,-0.034,-0.093,0.066,0.001
,0.065,0.078,-0.032,-0.042,0.015,-0.035,-0.094,0.065,0
,0.065,0.077,-0.032,-0.043,0.013,-0.036,-0.095,0.065,-0.001
,0.064,0.076,-0.033,-0.044,0.012,-0.036,-0.097,0.064,-0.002
,0.064,0.075,-0.034,-0.045,0.011,-0.037,-0.098,0.064,-0.003
,0.063,0.075,-0.035,-0.046,0.01,-0.038,-0.099,0.063,-0.004
,0.062,0.074,-0.036,-0.046,0.009,-0.038,-0.1,0.062,-0.005
,0.062,0.073,-0.037,-0.047,0.009,-0.039,-0.1,0.062,-0.006
,0.061,0.072,-0.039,-0.048,0.008,-0.039,-0.101,0.061,-0.006
,0.061,0.072,-0.04,-0.048,0.007,-0.039,-0.101,0.061,-0.007
,0.06,0.071,-0.041,-0.049,0.007,-0.04,-0.102,0.06,-0.007
,0.059,0.07,-0.042,-0.05,0.006,-0.04,-0.102,0.059,-0.008
,0.059,0.069,-0.044,-0.05,0.006,-0.041,-0.102,0.059,-0.008
,0.058,0.069,-0.045,-0.051,0.005,-0.041,-0.102,0.058,-0.008
,0.058,0.068,-0.046,-0.051,0.005,-0.041,-0.102,0.058,-0.008
,0.057,0.067,-0.047,-0.051,0.005,-0.041,-0.102,0.057,-0.008
,0.057,0.067,-0.048,-0.052,0.005,-0.042,-0.101,0.057,-0.008
,0.056,0.067,-0.05,-0.052,0.005,-0.042,-0.101,0.056,-0.008
,0.056,0.066,-0.051,-0.052,0.005,-0.042,-0.1,0.056,-0.008
,0.055,0.066,-0.051,-0.052,0.005,-0.042,-0.099,0.055,-0.007
,0.055,0.066,-0.052,-0.053,0.006,-0.043,-0.099,0.055,-0.007
,0.055,0.066,-0.053,-0.053,0.006,-0.043,-0.098,0.055,-0.006
,0.055,0.066,-0.053,-0.053,0.006,-0.043,-0.097,0.055,-0.006
,0.055,0.066,-0.054,-0.053,0.006,-0.043,-0.096,0.055,-0.005
,0.054,0.066,-0.054,-0.052,0.007,-0.044,-0.095,0.054,-0.005
,0.055,0.067,-0.055,-0.052,0.007,-0.044,-0.095,0.055,-0.004
,0.055,0.067,-0.055,-0.052,0.007,-0.044,-0.094,0.055,-0.004
,0.055,0.068,-0.055,-0.052,0.008,-0.044,-0.093,0.055,-0.003
,0.055,0.068,-0.055,-0.051,0.008,-0.044,-0.093,0.055,-0.002
,0.055,0.069,-0.054,-0.051,0.008,-0.044,-0.092,0.055,-0.002
,0.056,0.07,-0.054,-0.051,0.008,-0.045,-0.092,0.056,-0.001
,0.056,0.07,-0.054,-0.05,0.009,-0.045,-0.091,0.056,-0.001
,0.056,0.071,-0.053,-0.05,0.009,-0.045,-0.091,0.056,0
,0.057,0.071,-0.053,-0.049,0.009,-0.045,-0.091,0.057,0.001
,0.057,0.072,-0.052,-0.048,0.009,-0.045,-0.091,0.057,0.001
,0.058,0.073,-0.052,-0.048,0.009,-0.045,-0.091,0.058,0.002
,0.058,0.073,-0.051,-0.047,0.009,-0.045,-0.091,0.058,0.002
,0.058,0.074,-0.051,-0.047,0.009,-0.045,-0.091,0.058,0.003
,0.059,0.074,-0.05,-0.046,0.009,-0.045,-0.092,0.059,0.004
,0.059,0.074,-0.05,-0.045,0.009,-0.045,-0.092,0.059,0.004
,0.059,0.075,-0.049,-0.045,0.008,-0.045,-0.092,0.059,0.005
,0.059,0.075,-0.049,-0.044,0.008,-0.045,-0.093,0.059,0.005
,0.06,0.075,-0.048,-0.043,0.008,-0.045,-0.093,0.06,0.006
,0.06,0.075,-0.048,-0.043,0.008,-0.045,-0.094,0.06,0.006
,0.06,0.075,-0.047,-0.042,0.007,-0.045,-0.095,0.06,0.007
,0.06,0.075,-0.047,-0.042,0.007,-0.044,-0.095,0.06,0.007
,0.06,0.075,-0.046,-0.041,0.007,-0.044,-0.096,0.06,0.007
,0.059,0.075,-0.046,-0.041,0.006,-0.044,-0.096,0.059,0.008
,0.059,0.075,-0.046,-0.04,0.006,-0.044,-0.097,0.059,0.008
,0.059,0.075,-0.046,-0.04,0.005,-0.044,-0.097,0.059,0.008
,0.059,0.075,-0.045,-0.04,0.005,-0.043,-0.098,0.059,0.008
,0.059,0.075,-0.045,-0.04,0.005,-0.043,-0.098,0.059,0.008
,0.058,0.075,-0.045,-0.04,0.004,-0.043,-0.098,0.058,0.008
,0.058,0.075,-0.045,-0.04,0.004,-0.042,-0.098,0.058,0.008
,0.058,0.075,-0.045,-0.04,0.004,-0.042,-0.099,0.058,0.008
,0.058,0.075,-0.045,-0.04,0.004,-0.042,-0.099,0.058,0.008
,0.057,0.076,-0.045,-0.04,0.003,-0.041,-0.099,0.057,0.008
,0.057,0.076,-0.045,-0.041,0.003,-0.041,-0.098,0.057,0.008
,0.057,0.076,-0.045,-0.041,0.003,-0.041,-0.098,0.057,0.007
,0.057,0.076,-0.045,-0.042,0.003,-0.04,-0.098,0.057,0.007
,0.057,0.076,-0.045,-0.042,0.003,-0.04,-0.098,0.057,0.006
,0.057,0.076,-0.045,-0.043,0.004,-0.04,-0.097,0.057,0.006
,0.057,0.076,-0.045,-0.044,0.004,-0.04,-0.097,0.057,0.005
,0.057,0.076,-0.044,-0.045,0.004,-0.039,-0.096,0.057,0.005
,0.057,0.076,-0.044,-0.046,0.004,-0.039,-0.095,0.057,0.004
,0.057,0.076,-0.044,-0.046,0.005,-0.039,-0.095,0.057,0.004
,0.058,0.076,-0.044,-0.047,0.005,-0.039,-0.094,0.058,0.003
,0.058,0.076,-0.044,-0.048,0.005,-0.039,-0.093,0.058,0.003
,0.058,0.076,-0.044,-0.049,0.006,-0.038,-0.092,0.058,0.002
,0.059,0.075,-0.043,-0.05,0.006,-0.038,-0.091,0.059,0.002
,0.059,0.075,-0.043,-0.051,0.007,-0.038,-0.091,0.059,0.002
,0.059,0.075,-0.043,-0.052,0.007,-0.038,-0.09,0.059,0.002
,0.06,0.074,-0.043,-0.052,0.007,-0.037,-0.089,0.06,0.001
,0.06,0.074,-0.043,-0.053,0.008,-0.037,-0.088,0.06,0.001
,0.06,0.073,-0.042,-0.053,0.008,-0.036,-0.087,0.06,0.001
,0.06,0.072,-0.042,-0.054,0.008,-0.036,-0.086,0.06,0.002
,0.061,0.071,-0.042,-0.054,0.009,-0.036,-0.085,0.061,0.002
,0.061,0.071,-0.042,-0.054,0.009,-0.035,-0.085,0.061,0.002
,0.061,0.07,-0.042,-0.054,0.009,-0.034,-0.084,0.061,0.003
,0.061,0.069,-0.042,-0.054,0.009,-0.034,-0.083,0.061,0.003
,0.061,0.068,-0.042,-0.054,0.009,-0.033,-0.083,0.061,0.004
,0.06,0.066,-0.042,-0.054,0.01,-0.032,-0.082,0.06,0.004
