Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,-0.009,0.001,-0.003,0.005,-0.019,0.004,-0.042,-0.009,0.004
,-0.006,0.002,-0.001,0.007,-0.02,0.004,-0.048,-0.006,0.003
,-0.003,0.002,0.001,0.007,-0.024,0.004,-0.055,-0.003,0.002
,-0.001,0.002,0.003,0.007,-0.029,0.003,-0.06,-0.001,0.001
,0,0.002,0.003,0.005,-0.032,0.002,-0.062,0,0
,-0.001,0.003,0.002,0.004,-0.033,0,-0.062,-0.001,-0.001
,-0.001,0.005,0,0.004,-0.03,-0.001,-0.06,-0.001,-0.002
,0,0.005,-0.001,0.005,-0.027,-0.002,-0.059,0,-0.004
,0.003,0.005,-0.001,0.007,-0.025,-0.002,-0.059,0.003,-0.006
,0.005,0.003,0.001,0.009,-0.025,-0.001,-0.06,0.005,-0.006
,0.005,0.002,0.003,0.01,-0.028,0.001,-0.063,0.005,-0.005
,0.004,0.001,0.004,0.009,-0.031,0.001,-0.066,0.004,-0.003
,0.002,0.001,0.004,0.007,-0.032,0,-0.067,0.002,-0.001
,0,0.001,0.003,0.004,-0.03,-0.002,-0.067,0,0
,0,0.003,0.001,0.001,-0.027,-0.004,-0.066,0,-0.001
,0.002,0.005,-0.002,-0.001,-0.023,-0.005,-0.066,0.002,-0.003
,0.005,0.005,-0.004,-0.002,-0.021,-0.005,-0.067,0.005,-0.004
,0.007,0.005,-0.006,-0.001,-0.022,-0.003,-0.069,0.007,-0.004
,0.007,0.003,-0.007,0.001,-0.024,-0.002,-0.072,0.007,-0.002
,0.005,0,-0.006,0.003,-0.026,-0.002,-0.074,0.005,0.001
,0.001,-0.002,-0.005,0.003,-0.026,-0.003,-0.074,0.001,0.003
,-0.003,-0.003,-0.003,0.001,-0.023,-0.006,-0.074,-0.003,0.003
,-0.004,-0.004,-0.001,-0.002,-0.019,-0.007,-0.075,-0.004,0.002
,-0.002,-0.005,0,-0.006,-0.017,-0.007,-0.076,-0.002,0
,0.001,-0.005,0,-0.009,-0.017,-0.003,-0.078,0.001,-0.002
,0.004,-0.005,0,-0.01,-0.019,0.002,-0.078,0.004,-0.002
,0.004,-0.004,0,-0.009,-0.02,0.006,-0.076,0.004,0
,0.002,-0.003,0.001,-0.006,-0.019,0.008,-0.072,0.002,0.002
,-0.001,-0.001,0.002,-0.004,-0.015,0.006,-0.068,-0.001,0.005
,-0.002,-0.001,0.003,-0.003,-0.01,0.002,-0.066,-0.002,0.006
,-0.002,0,0.003,-0.003,-0.006,-0.002,-0.066,-0.002,0.006
,0,-0.001,0.003,-0.003,-0.005,-0.003,-0.069,0,0.005
,0.002,-0.002,0.001,-0.002,-0.006,0,-0.069,0.002,0.005
,0.001,-0.004,-0.002,-0.001,-0.007,0.005,-0.067,0.001,0.004
,-0.002,-0.006,-0.005,0,-0.006,0.009,-0.061,-0.002,0.004
,-0.006,-0.008,-0.006,0,-0.002,0.011,-0.053,-0.006,0.004
,-0.008,-0.008,-0.006,-0.001,0.003,0.009,-0.043,-0.008,0.004
,-0.009,-0.007,-0.003,-0.002,0.006,0.006,-0.032,-0.009,0.002
,-0.008,-0.004,-0.001,-0.003,0.008,0.004,-0.019,-0.008,0.001
,-0.005,0,0.001,-0.003,0.007,0.003,-0.006,-0.005,0
,-0.004,0.003,0.002,-0.002,0.005,0.005,0.007,-0.004,0
,-0.004,0.004,0.003,-0.001,0.004,0.006,0.017,-0.004,-0.001
,-0.006,0.003,0.003,0,0.006,0.007,0.024,-0.006,0
,-0.008,0.002,0.004,0.001,0.009,0.005,0.029,-0.008,0
,-0.009,0.003,0.006,0.002,0.013,0.003,0.033,-0.009,0
,-0.008,0.004,0.006,0.002,0.014,0,0.04,-0.008,0
,-0.005,0.006,0.006,0.001,0.012,-0.001,0.049,-0.005,-0.001
,-0.002,0.007,0.004,0,0.008,0,0.059,-0.002,-0.002
,0.002,0.005,0.003,0,0.003,0.001,0.067,0.002,-0.003
,0.005,0.002,0.003,0.002,0.001,0,0.073,0.005,-0.004
,0.006,0,0.004,0.004,0.001,-0.003,0.078,0.006,-0.005
,0.006,-0.001,0.005,0.007,0.002,-0.007,0.084,0.006,-0.006
,0.005,0,0.005,0.009,0.002,-0.011,0.091,0.005,-0.008
,0.004,0.002,0.004,0.009,0.001,-0.011,0.101,0.004,-0.008
,0.002,0.003,0.001,0.008,-0.001,-0.009,0.113,0.002,-0.007
,0.002,0.003,-0.002,0.005,-0.003,-0.004,0.124,0.002,-0.005
,0.002,0.002,-0.004,0.002,-0.003,0,0.134,0.002,-0.002
,0.004,0,-0.006,-0.001,-0.002,0.002,0.141,0.004,0
,0.006,-0.001,-0.006,-0.004,0,0.001,0.145,0.006,0
,0.008,-0.002,-0.006,-0.006,0.002,-0.001,0.148,0.008,0
,0.009,-0.002,-0.006,-0.007,0.002,-0.002,0.147,0.009,0
,0.009,-0.003,-0.005,-0.006,-0.001,-0.002,0.144,0.009,0.001
,0.008,-0.004,-0.004,-0.004,-0.004,0,0.139,0.008,0.004
,0.006,-0.004,-0.001,-0.002,-0.006,0.001,0.132,0.006,0.005
,0.004,-0.004,0.001,0,-0.006,0,0.122,0.004,0.005
,0.003,-0.002,0.004,0,-0.005,-0.002,0.11,0.003,0.003
,0.003,0,0.006,0,-0.003,-0.004,0.096,0.003,0
,0.004,0,0.007,0,-0.002,-0.005,0.083,0.004,-0.002
,0.005,-0.002,0.006,-0.001,-0.003,-0.005,0.068,0.005,-0.003
,0.004,-0.006,0.006,0,-0.004,-0.003,0.054,0.004,-0.001
,0.002,-0.009,0.004,-0.001,-0.005,0,0.041,0.002,0.001
,-0.001,-0.01,0.001,-0.002,-0.005,0.003,0.03,-0.001,0.003
,-0.003,-0.009,-0.002,-0.004,-0.004,0.004,0.022,-0.003,0.005
,-0.004,-0.006,-0.004,-0.007,-0.003,0.005,0.015,-0.004,0.007
,-0.003,-0.003,-0.006,-0.007,-0.002,0.004,0.01,-0.003,0.008
,-0.001,0,-0.004,-0.004,-0.001,0.003,0.004,-0.001,0.008
,0,0.001,-0.001,0,-0.002,0.002,-0.001,0,0.008
,0,0,0.003,0.003,-0.003,0.002,-0.007,0,0.007
,0,-0.002,0.006,0.004,-0.003,0.003,-0.011,0,0.006
,-0.002,-0.002,0.008,0.002,-0.002,0.004,-0.014,-0.002,0.005
,-0.003,-0.002,0.008,-0.001,0,0.005,-0.017,-0.003,0.005
,-0.005,0,0.007,-0.004,0.003,0.005,-0.019,-0.005,0.004
,-0.007,0.004,0.004,-0.004,0.006,0.004,-0.023,-0.007,0.003
,-0.009,0.006,0.002,-0.002,0.008,0.003,-0.026,-0.009,0.002
,-0.009,0.008,0,0.001,0.009,0.002,-0.029,-0.009,0.001
,-0.007,0.008,-0.001,0.004,0.01,0.001,-0.032,-0.007,0
,-0.004,0.007,-0.001,0.004,0.01,0.001,-0.033,-0.004,-0.001
,0,0.005,0,0.003,0.01,0,-0.034,0,-0.002
,0.004,0.004,0.001,0.002,0.011,-0.003,-0.034,0.004,-0.003
,0.005,0.005,0,0.001,0.01,-0.006,-0.034,0.005,-0.004
,0.004,0.006,0,0.003,0.009,-0.009,-0.035,0.004,-0.006
,0.002,0.007,0,0.005,0.007,-0.011,-0.034,0.002,-0.008
,0,0.008,0,0.007,0.005,-0.011,-0.033,0,-0.01
,0,0.007,0,0.008,0.003,-0.009,-0.031,0,-0.011
,0.003,0.006,0,0.008,0.002,-0.006,-0.029,0.003,-0.011
,0.006,0.004,-0.002,0.008,0.002,-0.003,-0.027,0.006,-0.01
,0.009,0.001,-0.004,0.007,0.002,-0.002,-0.025,0.009,-0.008
,0.008,-0.001,-0.006,0.006,0.001,-0.002,-0.024,0.008,-0.005
,0.005,-0.004,-0.007,0.005,-0.001,-0.002,-0.024,0.005,-0.003
,0,-0.005,-0.007,0.004,-0.005,-0.002,-0.024,0,-0.002
,-0.002,-0.006,-0.007,0.003,-0.007,-0.002,-0.024,-0.002,-0.002
,-0.002,-0.004,-0.006,0,-0.008,0,-0.024,-0.002,-0.003
,0.002,-0.001,-0.005,-0.003,-0.006,0.001,-0.024,0.002,-0.003
,0.005,0.001,-0.005,-0.006,-0.003,0.002,-0.024,0.005,-0.001
,0.006,0.002,-0.004,-0.008,0,0.001,-0.024,0.006,0.002
,0.004,0.002,-0.003,-0.009,0,-0.001,-0.022,0.004,0.005
,0,0.001,-0.001,-0.007,-0.002,-0.003,-0.02,0,0.008
,-0.002,0,0,-0.004,-0.006,-0.004,-0.017,-0.002,0.009
,-0.003,0,0.001,-0.003,-0.01,-0.002,-0.013,-0.003,0.008
,0,0.001,0,-0.003,-0.012,0.001,-0.01,0,0.004
,0.003,0.003,-0.002,-0.005,-0.011,0.005,-0.008,0.003,0
,0.006,0.003,-0.003,-0.006,-0.008,0.007,-0.005,0.006,-0.003
,0.007,0.001,-0.005,-0.007,-0.005,0.006,-0.002,0.007,-0.003
,0.007,-0.001,-0.005,-0.006,-0.004,0.001,0.001,0.007,0
,0.005,-0.002,-0.005,-0.003,-0.003,-0.005,0.004,0.005,0.004
,0.003,-0.003,-0.005,-0.001,-0.003,-0.008,0.007,0.003,0.007
,0.001,-0.003,-0.004,0,-0.002,-0.008,0.007,0.001,0.007
,-0.001,-0.001,-0.002,0,0,-0.004,0.007,-0.001,0.003
,-0.003,0.001,0,-0.001,0.004,0.002,0.006,-0.003,-0.002
,-0.004,0.003,0.001,-0.001,0.006,0.007,0.006,-0.004,-0.005
,-0.005,0.003,0.001,0,0.008,0.009,0.006,-0.005,-0.006
,-0.005,0.001,0.001,0.003,0.007,0.008,0.007,-0.005,-0.004
,-0.005,-0.001,0,0.004,0.006,0.006,0.008,-0.005,0
,-0.005,-0.002,0,0.004,0.004,0.003,0.007,-0.005,0.003
,-0.005,-0.002,0,0.002,0.003,0.003,0.005,-0.005,0.003
,-0.007,0,0.002,-0.001,0.005,0.003,0.003,-0.007,0.001
,-0.007,0.001,0.003,-0.003,0.007,0.004,0.001,-0.007,-0.002
,-0.007,0.002,0.004,-0.003,0.009,0.004,0.001,-0.007,-0.005
,-0.006,0.002,0.004,0,0.009,0.002,0.002,-0.006,-0.006
,-0.004,0,0.004,0.005,0.006,-0.002,0.003,-0.004,-0.006
,-0.003,-0.001,0.004,0.008,0.003,-0.005,0.004,-0.003,-0.006
,-0.002,0,0.004,0.009,0.001,-0.007,0.002,-0.002,-0.007
,-0.001,0.001,0.005,0.009,0.001,-0.006,0,-0.001,-0.008
,-0.001,0.003,0.005,0.007,0.002,-0.004,-0.004,-0.001,-0.008
,0,0.003,0.004,0.004,0.002,-0.001,-0.006,0,-0.007
,0.002,0.003,0.004,0.003,0,0.002,-0.007,0.002,-0.005
,0.003,0.002,0.002,0.002,-0.004,0.002,-0.006,0.003,-0.003
,0.003,0.001,0.001,0.002,-0.007,0,-0.005,0.003,-0.002
,0.004,0,-0.001,0.002,-0.008,-0.002,-0.005,0.004,-0.001
,0.005,-0.001,-0.003,0.002,-0.007,-0.003,-0.005,0.005,0
,0.005,-0.001,-0.005,0.001,-0.004,-0.002,-0.005,0.005,0.001
,0.005,-0.002,-0.006,-0.001,-0.002,-0.001,-0.006,0.005,0.001
,0.005,-0.003,-0.007,-0.003,-0.001,0.001,-0.006,0.005,0.002
,0.004,-0.003,-0.008,-0.004,-0.002,0.001,-0.006,0.004,0.002
,0.003,-0.002,-0.008,-0.004,-0.004,0,-0.006,0.003,0.001
,0.003,-0.003,-0.007,-0.003,-0.005,-0.002,-0.006,0.003,0
,0.004,-0.004,-0.005,-0.003,-0.003,-0.003,-0.005,0.004,-0.001
,0.004,-0.006,-0.003,-0.003,-0.002,-0.003,-0.005,0.004,0
,0.005,-0.008,-0.001,-0.004,-0.001,-0.002,-0.003,0.005,0.001
,0.005,-0.008,0,-0.005,-0.002,0,0.001,0.005,0.004
,0.005,-0.006,0.001,-0.006,-0.004,0.001,0.004,0.005,0.006
,0.004,-0.004,0.001,-0.007,-0.004,0.001,0.006,0.004,0.007
,0.004,-0.001,0,-0.006,-0.003,0.001,0.006,0.004,0.007
,0.003,-0.001,-0.001,-0.006,0,0.002,0.005,0.003,0.004
,0.002,-0.001,-0.001,-0.006,0.002,0.003,0.002,0.002,0.002
,0,-0.003,0,-0.006,0.004,0.004,0.001,0,0.001
,-0.003,-0.003,0.002,-0.006,0.004,0.004,0.002,-0.003,0.001
,-0.006,-0.002,0.003,-0.006,0.003,0.002,0.004,-0.006,0.003
,-0.008,0,0.002,-0.004,0.001,0,0.007,-0.008,0.005
,-0.008,0.003,-0.001,0,-0.001,-0.002,0.008,-0.008,0.005
,-0.008,0.004,-0.003,0.004,-0.002,-0.002,0.008,-0.008,0.003
,-0.007,0.004,-0.004,0.006,-0.003,-0.001,0.007,-0.007,0.001
,-0.007,0.003,-0.002,0.005,-0.003,0,0.006,-0.007,-0.001
,-0.006,0.002,0.002,0.001,-0.001,0.001,0.006,-0.006,-0.002
,-0.006,0.001,0.007,-0.002,0.001,0.001,0.006,-0.006,0
,-0.004,0.002,0.01,-0.003,0.004,0,0.007,-0.004,0.003
,-0.002,0.003,0.009,-0.001,0.005,-0.001,0.006,-0.002,0.005
,-0.001,0.004,0.006,0.003,0.006,-0.002,0.005,-0.001,0.004
,0.001,0.004,0.002,0.006,0.007,-0.003,0.002,0.001,0.002
,0.001,0.003,-0.001,0.006,0.008,-0.003,0,0.001,-0.002
,-0.001,0.002,-0.002,0.004,0.009,-0.002,-0.001,-0.001,-0.006
,-0.002,0.002,-0.001,0.001,0.009,0,-0.002,-0.002,-0.007
,-0.003,0.002,0.001,0,0.007,0.002,-0.001,-0.003,-0.005
,-0.002,0.002,0.002,-0.001,0.004,0.004,-0.001,-0.002,-0.003
,-0.001,0.002,0.002,0.001,0.002,0.004,-0.001,-0.001,-0.001
,0,0.001,0.001,0.002,0.001,0.002,-0.002,0,-0.001
,0.001,0.001,0,0.004,0.002,0,-0.002,0.001,-0.003
,0.002,0.001,0,0.005,0.002,-0.001,-0.002,0.002,-0.006
,0.003,0.003,0,0.006,0.001,-0.002,-0.002,0.003,-0.009
,0.004,0.004,0,0.006,-0.002,-0.002,-0.002,0.004,-0.011
,0.004,0.005,0,0.006,-0.006,-0.003,-0.004,0.004,-0.011
,0.005,0.005,0.001,0.004,-0.009,-0.004,-0.005,0.005,-0.01
,0.004,0.003,0,0.002,-0.01,-0.006,-0.006,0.004,-0.008
,0.003,0,0,-0.001,-0.009,-0.007,-0.006,0.003,-0.005
,0.001,-0.003,0,-0.004,-0.006,-0.006,-0.006,0.001,-0.002
,-0.001,-0.003,-0.001,-0.006,-0.005,-0.003,-0.006,-0.001,0.002
,-0.001,-0.003,-0.003,-0.007,-0.004,0,-0.006,-0.001,0.006
,-0.001,-0.003,-0.005,-0.008,-0.005,0.002,-0.006,-0.001,0.008
,0.001,-0.003,-0.006,-0.008,-0.004,0.002,-0.008,0.001,0.009
,0.002,-0.004,-0.006,-0.008,-0.003,0.001,-0.009,0.002,0.007
,0.003,-0.005,-0.004,-0.007,0.001,0.001,-0.009,0.003,0.004
,0.004,-0.005,-0.002,-0.006,0.004,0.002,-0.008,0.004,0.002
,0.005,-0.004,0,-0.004,0.007,0.004,-0.005,0.005,0.001
,0.005,-0.001,0.001,-0.002,0.006,0.005,0.001,0.005,0.002
,0.004,0.001,0.001,-0.001,0.003,0.005,0.006,0.004,0.003
,0.002,0.001,0.001,0,-0.002,0.003,0.009,0.002,0.004
,0,-0.001,0.001,0,-0.005,-0.001,0.01,0,0.004
,-0.002,-0.003,0,-0.001,-0.007,-0.003,0.009,-0.002,0.004
,-0.003,-0.004,0,-0.002,-0.006,-0.003,0.007,-0.003,0.005
,-0.004,-0.003,-0.001,-0.004,-0.003,-0.001,0.006,-0.004,0.007
,-0.006,0.001,-0.002,-0.005,0,0.002,0.006,-0.006,0.009
,-0.009,0.003,-0.002,-0.004,0.003,0.005,0.006,-0.009,0.008
,-0.013,0.004,-0.001,-0.003,0.004,0.007,0.006,-0.013,0.005
,-0.016,0.002,0.001,-0.002,0.003,0.007,0.006,-0.016,-0.001
,-0.015,-0.001,0.002,-0.001,0.001,0.005,0.005,-0.015,-0.006
,-0.011,-0.003,0.002,-0.001,-0.001,0.003,0.004,-0.011,-0.009
,-0.006,-0.004,0.001,-0.001,-0.002,0.002,0.003,-0.006,-0.008
,-0.001,-0.002,0.001,0.001,-0.001,0,0.002,-0.001,-0.005
,0.002,0.001,0.002,0.004,0.001,-0.002,0.002,0.002,-0.001
,0.002,0.003,0.004,0.006,0.003,-0.004,0.002,0.002,0.002
,0.001,0.004,0.005,0.008,0.005,-0.006,0.002,0.001,0.001
,0,0.003,0.005,0.007,0.006,-0.007,0.002,0,-0.002
,-0.001,0.003,0.005,0.005,0.007,-0.007,0.002,-0.001,-0.006
,-0.001,0.002,0.003,0.004,0.007,-0.006,0.001,-0.001,-0.009
,-0.001,0.003,0.001,0.005,0.006,-0.003,0,-0.001,-0.01
,-0.001,0.003,0,0.008,0.004,-0.001,-0.001,-0.001,-0.01
,-0.001,0.003,-0.001,0.01,0.001,0,-0.002,-0.001,-0.008
,0.001,0.002,-0.002,0.01,-0.002,-0.001,-0.003,0.001,-0.006
,0.003,0.002,-0.003,0.006,-0.003,-0.003,-0.005,0.003,-0.004
,0.006,0.001,-0.005,0,-0.002,-0.006,-0.006,0.006,-0.003
,0.009,0,-0.006,-0.007,0,-0.007,-0.007,0.009,-0.002
,0.01,-0.002,-0.006,-0.011,0.001,-0.006,-0.006,0.01,-0.003
,0.009,-0.004,-0.005,-0.011,0,-0.003,-0.005,0.009,-0.003
,0.007,-0.005,-0.004,-0.009,-0.003,0,-0.005,0.007,-0.003
,0.005,-0.004,-0.002,-0.005,-0.007,0.001,-0.005,0.005,-0.002
,0.004,-0.001,-0.001,-0.002,-0.008,0.001,-0.007,0.004,0
,0.002,0.002,0,0,-0.008,0,-0.008,0.002,0.002
,0,0.004,0,0,-0.006,-0.001,-0.01,0,0.003
,-0.002,0.003,-0.001,0,-0.003,-0.001,-0.01,-0.002,0.004
,-0.003,0.001,-0.001,-0.001,-0.002,-0.001,-0.008,-0.003,0.006
,-0.003,-0.002,0,-0.002,-0.003,-0.001,-0.007,-0.003,0.008
,0,-0.005,0,-0.003,-0.005,-0.001,-0.005,0,0.011
,0.003,-0.007,0,-0.003,-0.007,-0.002,-0.004,0.003,0.011
,0.007,-0.008,-0.001,-0.003,-0.008,-0.004,-0.002,0.007,0.01
,0.008,-0.008,-0.001,-0.003,-0.007,-0.004,0,0.008,0.007
,0.007,-0.008,-0.001,-0.002,-0.006,-0.003,0.003,0.007,0.004
,0.004,-0.006,0,-0.002,-0.004,0,0.006,0.004,0.001
,0.001,-0.002,0.001,-0.001,-0.003,0.003,0.009,0.001,0
,-0.002,0.002,0.002,-0.002,-0.003,0.007,0.009,-0.002,0.001
,-0.003,0.005,0.003,-0.003,-0.002,0.009,0.008,-0.003,0.002
,-0.004,0.005,0.002,-0.004,0,0.01,0.005,-0.004,0.001
,-0.006,0.003,0,-0.004,0.003,0.008,0.003,-0.006,0
,-0.008,0.001,-0.001,-0.003,0.006,0.006,0.002,-0.008,-0.002
,-0.009,0.001,-0.001,-0.001,0.007,0.004,0.002,-0.009,-0.003
,-0.009,0.002,0,0.002,0.007,0.003,0.005,-0.009,-0.003
,-0.008,0.004,0.001,0.004,0.005,0.004,0.007,-0.008,-0.002
,-0.007,0.005,0.001,0.005,0.004,0.005,0.009,-0.007,-0.002
,-0.007,0.003,0.001,0.004,0.003,0.006,0.008,-0.007,-0.002
,-0.008,0.001,0,0.003,0.004,0.006,0.006,-0.008,-0.004
,-0.008,0,0,0.002,0.006,0.006,0.005,-0.008,-0.005
,-0.007,0,0.001,0.002,0.008,0.005,0.005,-0.007,-0.005
,-0.005,0.003,0.002,0.003,0.009,0.003,0.005,-0.005,-0.004
,-0.002,0.004,0.003,0.004,0.008,0,0.005,-0.002,-0.002
,0.001,0.005,0.003,0.004,0.006,-0.002,0.003,0.001,0
,0.002,0.004,0.003,0.003,0.004,-0.003,0,0.002,0.001
,0.002,0.002,0.002,0.002,0.002,-0.004,-0.004,0.002,-0.001
,0.001,0.001,0.002,0.001,0,-0.004,-0.006,0.001,-0.003
,-0.001,0.001,0.001,0.001,0,-0.004,-0.005,-0.001,-0.004
,0,0.001,0,0.002,-0.001,-0.005,-0.002,0,-0.005
,0.002,0,-0.001,0.003,-0.002,-0.005,0,0.002,-0.004
,0.006,-0.001,-0.002,0.003,-0.004,-0.005,0,0.006,-0.003
,0.008,-0.001,-0.002,0.002,-0.006,-0.003,-0.001,0.008,-0.003
,0.008,0,-0.002,0.002,-0.007,-0.001,-0.005,0.008,-0.004
,0.006,0.001,0,0.002,-0.006,0.001,-0.007,0.006,-0.004
,0.003,0.002,0.002,0.002,-0.005,0.001,-0.009,0.003,-0.004
,0,0.002,0.003,0.001,-0.004,-0.001,-0.008,0,-0.003
,-0.001,0.001,0.003,-0.001,-0.003,-0.004,-0.007,-0.001,-0.002
,0,-0.001,0.002,-0.006,-0.002,-0.005,-0.006,0,-0.001
,0.001,-0.004,0,-0.009,-0.002,-0.005,-0.005,0.001,-0.001
,0.002,-0.005,-0.002,-0.01,-0.003,-0.003,-0.005,0.002,-0.001
,0.003,-0.005,-0.004,-0.008,-0.005,-0.001,-0.004,0.003,-0.001
,0.004,-0.004,-0.005,-0.002,-0.008,-0.001,-0.002,0.004,-0.002
,0.004,-0.003,-0.005,0.003,-0.009,-0.002,0.001,0.004,-0.002
,0.003,-0.001,-0.004,0.006,-0.009,-0.003,0.004,0.003,-0.002
,0.001,-0.001,-0.002,0.005,-0.006,-0.003,0.006,0.001,-0.002
,-0.001,-0.001,0,0.001,-0.002,-0.001,0.008,-0.001,0
,-0.001,-0.001,0.002,-0.004,0.001,0.001,0.007,-0.001,0.001
,0.001,0,0.002,-0.006,0.004,0.002,0.006,0.001,0.002
,0.002,0.001,0,-0.006,0.004,0.002,0.005,0.002,0.002
,0.003,0.002,-0.001,-0.004,0.003,0.001,0.004,0.003,0.001
,0.002,0.003,-0.002,-0.001,0.002,-0.001,0.004,0.002,0.001
,0,0.002,-0.002,0.001,0.001,-0.001,0.005,0,0.002
,-0.002,0.001,-0.002,0.002,0.001,-0.001,0.007,-0.002,0.004
,-0.003,0,-0.001,0.001,0.001,0,0.008,-0.003,0.006
,-0.004,0,-0.002,0,0.001,0.001,0.008,-0.004,0.006
,-0.003,0.001,-0.002,0,0.002,0.001,0.008,-0.003,0.004
,-0.003,0.002,-0.002,0,0.003,0.001,0.006,-0.003,-0.001
,-0.004,0.003,-0.002,0.001,0.005,0,0.005,-0.004,-0.006
,-0.005,0.004,-0.002,0.002,0.006,0,0.003,-0.005,-0.009
,-0.007,0.004,-0.001,0.003,0.007,-0.001,0.002,-0.007,-0.009
,-0.008,0.002,0,0.002,0.006,-0.003,0.001,-0.008,-0.008
,-0.008,0.001,0.002,0,0.004,-0.003,0,-0.008,-0.006
,-0.008,-0.001,0.003,-0.001,0.003,-0.003,-0.001,-0.008,-0.004
,-0.007,-0.001,0.004,0,0.003,-0.002,-0.001,-0.007,-0.003
,-0.004,-0.001,0.004,0.002,0.005,-0.001,-0.001,-0.004,-0.003
,-0.002,0,0.003,0.004,0.007,0,-0.001,-0.002,-0.002
,0.001,0.001,0.001,0.005,0.008,-0.001,-0.001,0.001,0
,0.003,0.001,-0.001,0.004,0.007,-0.003,-0.003,0.003,0.002
,0.003,0.001,-0.002,0.002,0.003,-0.004,-0.004,0.003,0.004
,0.002,0.001,-0.003,0.001,-0.002,-0.005,-0.005,0.002,0.003
,-0.001,0,-0.004,0,-0.006,-0.003,-0.004,-0.001,0.002
,-0.003,0,-0.004,0.001,-0.009,-0.001,-0.002,-0.003,0
,-0.004,-0.001,-0.005,0.002,-0.008,0.001,-0.001,-0.004,0
,-0.004,-0.003,-0.005,0.002,-0.005,0.002,-0.001,-0.004,0.002
,-0.003,-0.004,-0.005,0,-0.002,0.001,-0.003,-0.003,0.004
,-0.001,-0.004,-0.003,-0.002,-0.001,-0.001,-0.004,-0.001,0.005
,0,-0.003,-0.001,-0.004,-0.002,-0.003,-0.006,0,0.003
,0,-0.001,0,-0.004,-0.005,-0.003,-0.006,0,0
,0.001,0.001,-0.001,-0.002,-0.008,-0.002,-0.005,0.001,-0.002
,0.001,0.001,-0.003,0,-0.01,-0.001,-0.004,0.001,-0.002
,0.002,0.001,-0.005,0.002,-0.008,-0.001,-0.005,0.002,0
,0.003,0,-0.006,0.003,-0.005,-0.002,-0.005,0.003,0.003
,0.003,-0.002,-0.006,0.002,-0.001,-0.004,-0.004,0.003,0.006
,0.003,-0.003,-0.006,0.001,0,-0.005,-0.003,0.003,0.007
,0.004,-0.005,-0.004,0,-0.001,-0.005,0,0.004,0.007
,0.003,-0.007,-0.002,0,-0.004,-0.004,0.002,0.003,0.007
,0.003,-0.008,-0.001,0.001,-0.005,-0.003,0.002,0.003,0.007
,0.001,-0.008,0,0.003,-0.004,-0.001,0.002,0.001,0.008
,0,-0.005,0.001,0.003,0,0.001,0.001,0,0.008
,-0.001,-0.002,0,0.001,0.004,0.002,0,-0.001,0.008
,-0.002,0.001,0,-0.002,0.006,0.003,0.001,-0.002,0.007
,-0.002,0.003,0,-0.006,0.004,0.003,0.002,-0.002,0.005
,-0.002,0.004,0,-0.008,0,0.003,0.003,-0.002,0.002
,-0.002,0.002,0.001,-0.008,-0.004,0.001,0.003,-0.002,0
,-0.002,0.001,0.002,-0.005,-0.005,-0.001,0.002,-0.002,-0.002
,-0.003,0.001,0.001,0,-0.002,-0.002,0.002,-0.003,-0.003
,-0.004,0.002,0.001,0.003,0.003,-0.001,0.003,-0.004,-0.002
,-0.005,0.004,0,0.004,0.007,0.001,0.006,-0.005,-0.002
,-0.005,0.005,0,0.003,0.008,0.004,0.01,-0.005,-0.003
,-0.004,0.005,0.001,0.001,0.007,0.005,0.011,-0.004,-0.005
,-0.003,0.003,0.001,-0.001,0.005,0.005,0.009,-0.003,-0.005
,-0.001,0.001,0.001,-0.002,0.005,0.004,0.005,-0.001,-0.004
,0,0,0.001,-0.002,0.005,0.002,0,0,-0.003
,0.001,0,0.001,-0.001,0.005,0.001,-0.003,0.001,-0.002
,0.002,0.001,0.001,0,0.004,0.002,-0.003,0.002,-0.002
,0.001,0.001,0.002,-0.001,0.003,0.003,-0.001,0.001,-0.004
,0.001,0.001,0.002,-0.002,0.002,0.004,0.001,0.001,-0.007
,0,0.001,0.002,-0.002,0.001,0.002,0.001,0,-0.01
,0,0.001,0.001,-0.001,0,-0.001,-0.002,0,-0.011
,0,0.001,0,0,0,-0.004,-0.005,0,-0.01
,0,0.002,0,0.002,0,-0.004,-0.008,0,-0.007
,0,0.001,0.001,0.001,-0.001,-0.002,-0.009,0,-0.002
,-0.001,0,0.003,-0.001,-0.002,0.002,-0.008,-0.001,0.002
,-0.001,-0.002,0.004,-0.003,-0.002,0.004,-0.006,-0.001,0.005
,0,-0.003,0.003,-0.005,-0.003,0.004,-0.003,0,0.005
,0.001,-0.003,0.002,-0.004,-0.004,0.001,-0.001,0.001,0.003
,0.002,-0.001,0.001,-0.002,-0.005,-0.004,0,0.002,0.002
,0.003,0.002,0,0.001,-0.008,-0.006,-0.001,0.003,0.001
,0.003,0.004,-0.001,0.002,-0.009,-0.006,-0.002,0.003,0.001
,0.003,0.004,-0.001,0.002,-0.009,-0.002,-0.002,0.003,0.002
,0.003,0.003,-0.002,-0.001,-0.007,0.002,-0.003,0.003,0.004
,0.005,0.002,-0.003,-0.004,-0.004,0.004,-0.003,0.005,0.005
