Var1,Var2,Var3,Var4
,-0.085,-0.064,-0.064
,-0.085,-0.064,-0.064
,-0.084,-0.064,-0.064
,-0.084,-0.063,-0.063
,-0.084,-0.062,-0.062
,-0.084,-0.062,-0.062
,-0.083,-0.061,-0.061
,-0.083,-0.06,-0.06
,-0.083,-0.06,-0.06
,-0.082,-0.059,-0.059
,-0.082,-0.058,-0.058
,-0.081,-0.057,-0.057
,-0.081,-0.056,-0.056
,-0.08,-0.056,-0.056
,-0.08,-0.055,-0.055
,-0.079,-0.054,-0.054
,-0.079,-0.053,-0.053
,-0.078,-0.052,-0.052
,-0.078,-0.051,-0.051
,-0.077,-0.051,-0.051
,-0.076,-0.05,-0.05
,-0.076,-0.049,-0.049
,-0.075,-0.049,-0.049
,-0.074,-0.048,-0.048
,-0.073,-0.048,-0.048
,-0.073,-0.047,-0.047
,-0.072,-0.047,-0.047
,-0.071,-0.047,-0.047
,-0.071,-0.047,-0.047
,-0.07,-0.047,-0.047
,-0.069,-0.046,-0.046
,-0.069,-0.046,-0.046
,-0.068,-0.046,-0.046
spare2 trace:,NaN,NaN,NaN
,-0.04,0,0
,-0.04,0.001,0.001
,-0.04,0.001,0.001
,-0.04,0.002,0.002
,-0.04,0.003,0.003
,-0.04,0.003,0.003
,-0.039,0.004,0.004
,-0.039,0.005,0.005
,-0.039,0.005,0.005
,-0.039,0.006,0.006
,-0.038,0.006,0.006
,-0.038,0.007,0.007
,-0.038,0.007,0.007
,-0.037,0.008,0.008
,-0.037,0.008,0.008
,-0.037,0.008,0.008
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.009,0.009
,-0.036,0.01,0.01
,-0.036,0.01,0.01
,-0.036,0.01,0.01
,-0.036,0.01,0.01
,-0.037,0.01,0.01
,-0.037,0.01,0.01
,-0.037,0.01,0.01
,-0.038,0.01,0.01
,-0.038,0.01,0.01
,-0.039,0.01,0.01
,-0.039,0.01,0.01
,-0.039,0.01,0.01
,-0.04,0.011,0.011
,-0.04,0.011,0.011
,-0.04,0.011,0.011
,-0.041,0.011,0.011
,-0.041,0.011,0.011
,-0.041,0.012,0.012
,-0.041,0.012,0.012
,-0.041,0.012,0.012
,-0.041,0.012,0.012
,-0.041,0.012,0.012
,-0.041,0.013,0.013
,-0.041,0.013,0.013
,-0.041,0.013,0.013
,-0.041,0.013,0.013
,-0.041,0.013,0.013
,-0.04,0.014,0.014
,-0.04,0.014,0.014
,-0.04,0.014,0.014
,-0.039,0.014,0.014
,-0.039,0.014,0.014
,-0.039,0.014,0.014
,-0.038,0.014,0.014
,-0.038,0.014,0.014
,-0.037,0.014,0.014
,-0.037,0.014,0.014
,-0.037,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.035,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.036,0.014,0.014
,-0.037,0.014,0.014
,-0.037,0.014,0.014
,-0.037,0.014,0.014
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.039,0.013,0.013
,-0.039,0.013,0.013
,-0.039,0.013,0.013
,-0.039,0.013,0.013
,-0.039,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.038,0.013,0.013
,-0.037,0.013,0.013
,-0.037,0.013,0.013
,-0.036,0.013,0.013
,-0.036,0.013,0.013
,-0.035,0.013,0.013
,-0.035,0.013,0.013
,-0.035,0.013,0.013
,-0.034,0.013,0.013
,-0.034,0.014,0.014
,-0.033,0.014,0.014
,-0.033,0.014,0.014
,-0.032,0.014,0.014
,-0.032,0.014,0.014
,-0.032,0.014,0.014
,-0.032,0.014,0.014
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.031,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.033,0.014,0.014
,-0.033,0.014,0.014
,-0.033,0.014,0.014
,-0.034,0.014,0.014
,-0.034,0.014,0.014
,-0.034,0.014,0.014
,-0.035,0.014,0.014
,-0.035,0.014,0.014
,-0.036,0.013,0.013
,-0.036,0.013,0.013
,-0.036,0.013,0.013
,-0.037,0.013,0.013
,-0.037,0.013,0.013
,-0.037,0.014,0.014
,-0.037,0.014,0.014
,-0.038,0.014,0.014
,-0.038,0.014,0.014
,-0.038,0.014,0.014
,-0.038,0.015,0.015
,-0.038,0.015,0.015
,-0.038,0.016,0.016
,-0.038,0.016,0.016
,-0.039,0.016,0.016
,-0.039,0.017,0.017
,-0.039,0.017,0.017
,-0.039,0.018,0.018
,-0.039,0.018,0.018
,-0.039,0.019,0.019
,-0.039,0.019,0.019
,-0.04,0.02,0.02
,-0.04,0.02,0.02
,-0.04,0.02,0.02
,-0.04,0.02,0.02
,-0.04,0.021,0.021
,-0.04,0.021,0.021
,-0.041,0.021,0.021
,-0.041,0.021,0.021
,-0.041,0.021,0.021
,-0.041,0.021,0.021
,-0.041,0.02,0.02
,-0.041,0.02,0.02
,-0.041,0.02,0.02
,-0.04,0.02,0.02
,-0.04,0.019,0.019
,-0.04,0.019,0.019
,-0.04,0.018,0.018
,-0.039,0.018,0.018
,-0.039,0.017,0.017
,-0.038,0.017,0.017
,-0.038,0.016,0.016
,-0.037,0.016,0.016
,-0.037,0.016,0.016
,-0.036,0.015,0.015
,-0.035,0.015,0.015
,-0.035,0.014,0.014
,-0.034,0.014,0.014
,-0.033,0.014,0.014
,-0.032,0.013,0.013
,-0.032,0.013,0.013
,-0.031,0.013,0.013
,-0.031,0.013,0.013
,-0.03,0.013,0.013
,-0.029,0.013,0.013
,-0.029,0.013,0.013
,-0.028,0.013,0.013
,-0.028,0.013,0.013
,-0.028,0.013,0.013
,-0.027,0.013,0.013
,-0.027,0.013,0.013
,-0.027,0.013,0.013
,-0.026,0.013,0.013
,-0.026,0.013,0.013
,-0.026,0.013,0.013
,-0.026,0.013,0.013
,-0.026,0.013,0.013
,-0.026,0.012,0.012
,-0.026,0.012,0.012
,-0.026,0.012,0.012
,-0.026,0.012,0.012
,-0.026,0.012,0.012
,-0.026,0.012,0.012
,-0.026,0.011,0.011
,-0.026,0.011,0.011
,-0.026,0.011,0.011
,-0.026,0.01,0.01
,-0.026,0.01,0.01
,-0.026,0.009,0.009
,-0.026,0.009,0.009
,-0.026,0.008,0.008
,-0.026,0.008,0.008
,-0.026,0.007,0.007
,-0.026,0.007,0.007
,-0.026,0.006,0.006
,-0.026,0.006,0.006
,-0.025,0.005,0.005
,-0.025,0.005,0.005
,-0.025,0.004,0.004
,-0.025,0.004,0.004
,-0.025,0.003,0.003
,-0.025,0.003,0.003
,-0.025,0.002,0.002
,-0.024,0.002,0.002
,-0.024,0.002,0.002
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.023,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.024,0.001,0.001
,-0.025,0.001,0.001
,-0.025,0.001,0.001
,-0.025,0.001,0.001
,-0.025,0.001,0.001
,-0.025,0.002,0.002
,-0.025,0.002,0.002
,-0.025,0.002,0.002
,-0.025,0.002,0.002
,-0.025,0.002,0.002
,-0.025,0.003,0.003
,-0.025,0.003,0.003
,-0.025,0.003,0.003
,-0.025,0.003,0.003
,-0.025,0.004,0.004
,-0.025,0.004,0.004
,-0.025,0.004,0.004
,-0.025,0.005,0.005
,-0.025,0.005,0.005
,-0.024,0.005,0.005
,-0.024,0.006,0.006
,-0.024,0.006,0.006
,-0.023,0.006,0.006
,-0.023,0.007,0.007
,-0.022,0.007,0.007
,-0.022,0.007,0.007
,-0.021,0.007,0.007
,-0.021,0.008,0.008
,-0.02,0.008,0.008
,-0.02,0.008,0.008
,-0.019,0.008,0.008
,-0.018,0.008,0.008
,-0.018,0.008,0.008
,-0.017,0.008,0.008
,-0.016,0.008,0.008
,-0.016,0.008,0.008
,-0.015,0.008,0.008
,-0.015,0.008,0.008
,-0.014,0.008,0.008
,-0.013,0.007,0.007
,-0.013,0.007,0.007
,-0.013,0.007,0.007
,-0.012,0.007,0.007
,-0.012,0.006,0.006
,-0.012,0.006,0.006
,-0.011,0.006,0.006
,-0.011,0.006,0.006
,-0.011,0.005,0.005
,-0.011,0.005,0.005
,-0.011,0.005,0.005
,-0.011,0.005,0.005
,-0.011,0.004,0.004
,-0.012,0.004,0.004
,-0.012,0.004,0.004
,-0.012,0.004,0.004
,-0.013,0.004,0.004
,-0.013,0.004,0.004
,-0.014,0.004,0.004
,-0.015,0.004,0.004
,-0.015,0.004,0.004
,-0.016,0.004,0.004
,-0.017,0.004,0.004
,-0.017,0.004,0.004
,-0.018,0.004,0.004
,-0.019,0.004,0.004
,-0.02,0.004,0.004
,-0.02,0.004,0.004
,-0.021,0.004,0.004
,-0.022,0.004,0.004
,-0.023,0.004,0.004
,-0.023,0.004,0.004
,-0.024,0.004,0.004
,-0.024,0.004,0.004
,-0.025,0.004,0.004
,-0.025,0.004,0.004
,-0.026,0.004,0.004
,-0.026,0.004,0.004
,-0.026,0.004,0.004
,-0.026,0.005,0.005
,-0.026,0.005,0.005
,-0.026,0.005,0.005
,-0.026,0.005,0.005
,-0.026,0.005,0.005
,-0.026,0.006,0.006
,-0.026,0.006,0.006
,-0.025,0.006,0.006
,-0.025,0.007,0.007
,-0.024,0.007,0.007
,-0.024,0.008,0.008
,-0.023,0.008,0.008
,-0.023,0.009,0.009
,-0.022,0.009,0.009
,-0.022,0.01,0.01
,-0.022,0.011,0.011
,-0.021,0.011,0.011
,-0.021,0.012,0.012
,-0.02,0.013,0.013
,-0.02,0.013,0.013
,-0.02,0.014,0.014
,-0.019,0.014,0.014
,-0.019,0.015,0.015
,-0.019,0.016,0.016
,-0.019,0.016,0.016
,-0.019,0.017,0.017
,-0.019,0.017,0.017
,-0.019,0.017,0.017
,-0.019,0.018,0.018
,-0.019,0.018,0.018
,-0.019,0.018,0.018
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.018,0.018
,-0.019,0.018,0.018
,-0.019,0.018,0.018
,-0.019,0.018,0.018
,-0.018,0.018,0.018
,-0.018,0.017,0.017
,-0.018,0.017,0.017
,-0.018,0.017,0.017
,-0.018,0.017,0.017
,-0.018,0.017,0.017
,-0.017,0.017,0.017
,-0.017,0.016,0.016
,-0.017,0.016,0.016
,-0.017,0.016,0.016
,-0.017,0.016,0.016
,-0.017,0.016,0.016
,-0.016,0.016,0.016
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.018,0.018
,-0.015,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.015,0.017,0.017
,-0.015,0.017,0.017
,-0.015,0.017,0.017
,-0.015,0.017,0.017
,-0.015,0.018,0.018
,-0.016,0.018,0.018
,-0.016,0.018,0.018
,-0.016,0.019,0.019
,-0.017,0.019,0.019
,-0.017,0.019,0.019
,-0.018,0.02,0.02
,-0.018,0.02,0.02
,-0.018,0.02,0.02
,-0.018,0.02,0.02
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.02,0.021,0.021
,-0.02,0.021,0.021
,-0.02,0.021,0.021
,-0.02,0.021,0.021
,-0.02,0.022,0.022
,-0.02,0.021,0.021
,-0.02,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.021,0.021
,-0.017,0.021,0.021
,-0.017,0.022,0.022
,-0.017,0.022,0.022
,-0.017,0.022,0.022
,-0.017,0.022,0.022
,-0.017,0.022,0.022
,-0.017,0.023,0.023
,-0.017,0.023,0.023
,-0.017,0.023,0.023
,-0.018,0.023,0.023
,-0.018,0.024,0.024
,-0.018,0.024,0.024
,-0.018,0.024,0.024
,-0.018,0.025,0.025
,-0.019,0.025,0.025
,-0.019,0.025,0.025
,-0.019,0.025,0.025
,-0.019,0.026,0.026
,-0.02,0.026,0.026
,-0.02,0.026,0.026
,-0.02,0.026,0.026
,-0.021,0.026,0.026
,-0.021,0.026,0.026
,-0.021,0.026,0.026
,-0.021,0.026,0.026
,-0.022,0.026,0.026
,-0.022,0.026,0.026
,-0.022,0.026,0.026
,-0.022,0.025,0.025
,-0.022,0.025,0.025
,-0.022,0.025,0.025
,-0.022,0.024,0.024
,-0.022,0.024,0.024
,-0.022,0.024,0.024
,-0.021,0.023,0.023
,-0.021,0.023,0.023
,-0.021,0.023,0.023
,-0.02,0.022,0.022
,-0.02,0.022,0.022
,-0.02,0.022,0.022
,-0.019,0.021,0.021
,-0.019,0.021,0.021
,-0.018,0.021,0.021
,-0.018,0.02,0.02
,-0.017,0.02,0.02
,-0.017,0.02,0.02
,-0.016,0.019,0.019
,-0.016,0.019,0.019
,-0.015,0.019,0.019
,-0.015,0.019,0.019
,-0.014,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.018,0.018
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.017,0.017
,-0.014,0.016,0.016
,-0.014,0.016,0.016
,-0.014,0.015,0.015
,-0.014,0.015,0.015
,-0.015,0.015,0.015
,-0.015,0.014,0.014
,-0.016,0.014,0.014
,-0.016,0.013,0.013
,-0.017,0.013,0.013
,-0.017,0.012,0.012
,-0.018,0.012,0.012
,-0.019,0.012,0.012
,-0.019,0.011,0.011
,-0.02,0.011,0.011
,-0.021,0.011,0.011
,-0.022,0.01,0.01
,-0.022,0.01,0.01
,-0.023,0.01,0.01
,-0.024,0.009,0.009
,-0.024,0.009,0.009
,-0.025,0.009,0.009
,-0.025,0.009,0.009
,-0.026,0.009,0.009
,-0.026,0.009,0.009
,-0.027,0.009,0.009
,-0.027,0.009,0.009
,-0.027,0.009,0.009
,-0.028,0.01,0.01
,-0.028,0.01,0.01
,-0.028,0.01,0.01
,-0.028,0.01,0.01
,-0.028,0.01,0.01
,-0.028,0.01,0.01
,-0.027,0.011,0.011
,-0.027,0.011,0.011
,-0.027,0.011,0.011
,-0.027,0.011,0.011
,-0.026,0.011,0.011
,-0.026,0.011,0.011
,-0.026,0.011,0.011
,-0.025,0.011,0.011
,-0.025,0.011,0.011
,-0.025,0.011,0.011
,-0.024,0.011,0.011
,-0.024,0.011,0.011
,-0.024,0.011,0.011
,-0.024,0.011,0.011
,-0.023,0.011,0.011
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.009,0.009
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.023,0.01,0.01
,-0.022,0.01,0.01
,-0.022,0.011,0.011
,-0.022,0.011,0.011
,-0.022,0.011,0.011
,-0.022,0.011,0.011
,-0.022,0.012,0.012
,-0.022,0.012,0.012
,-0.022,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.012,0.012
,-0.021,0.011,0.011
,-0.021,0.011,0.011
,-0.021,0.011,0.011
,-0.021,0.011,0.011
,-0.021,0.01,0.01
,-0.021,0.01,0.01
,-0.021,0.01,0.01
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.009,0.009
,-0.021,0.01,0.01
,-0.02,0.01,0.01
,-0.02,0.011,0.011
,-0.02,0.011,0.011
,-0.019,0.012,0.012
,-0.019,0.013,0.013
,-0.018,0.014,0.014
,-0.018,0.015,0.015
,-0.017,0.016,0.016
,-0.016,0.018,0.018
,-0.016,0.019,0.019
,-0.015,0.02,0.02
,-0.014,0.022,0.022
,-0.013,0.023,0.023
,-0.012,0.025,0.025
,-0.011,0.026,0.026
,-0.01,0.028,0.028
,-0.009,0.03,0.03
,-0.008,0.031,0.031
,-0.007,0.033,0.033
,-0.006,0.035,0.035
,-0.004,0.036,0.036
,-0.003,0.038,0.038
,-0.002,0.039,0.039
,-0.001,0.041,0.041
,0.001,0.042,0.042
,0.002,0.044,0.044
,0.003,0.045,0.045
,0.004,0.046,0.046
,0.005,0.047,0.047
,0.006,0.048,0.048
,0.007,0.049,0.049
,0.008,0.05,0.05
,0.009,0.05,0.05
,0.01,0.051,0.051
,0.011,0.051,0.051
,0.012,0.052,0.052
,0.012,0.052,0.052
,0.013,0.053,0.053
,0.014,0.053,0.053
,0.014,0.053,0.053
,0.014,0.053,0.053
,0.015,0.053,0.053
,0.015,0.053,0.053
,0.015,0.053,0.053
,0.015,0.054,0.054
,0.015,0.054,0.054
,0.015,0.054,0.054
,0.015,0.054,0.054
,0.014,0.054,0.054
,0.014,0.055,0.055
,0.014,0.055,0.055
,0.014,0.055,0.055
,0.014,0.056,0.056
,0.013,0.056,0.056
,0.013,0.057,0.057
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.012,0.059,0.059
,0.012,0.059,0.059
,0.012,0.06,0.06
,0.012,0.061,0.061
,0.012,0.061,0.061
,0.012,0.062,0.062
,0.012,0.063,0.063
,0.012,0.063,0.063
,0.013,0.064,0.064
,0.013,0.064,0.064
,0.014,0.065,0.065
,0.014,0.065,0.065
,0.015,0.065,0.065
,0.015,0.065,0.065
,0.016,0.065,0.065
,0.017,0.066,0.066
,0.018,0.066,0.066
,0.019,0.065,0.065
,0.02,0.065,0.065
,0.021,0.065,0.065
,0.022,0.065,0.065
,0.023,0.064,0.064
,0.024,0.064,0.064
,0.025,0.064,0.064
,0.026,0.063,0.063
,0.027,0.063,0.063
,0.028,0.062,0.062
,0.029,0.062,0.062
,0.03,0.061,0.061
,0.031,0.061,0.061
,0.032,0.06,0.06
,0.032,0.06,0.06
,0.033,0.059,0.059
,0.034,0.059,0.059
,0.034,0.058,0.058
,0.034,0.058,0.058
,0.035,0.058,0.058
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.035,0.057,0.057
,0.034,0.057,0.057
,0.034,0.057,0.057
,0.034,0.057,0.057
,0.034,0.058,0.058
,0.034,0.058,0.058
,0.034,0.058,0.058
,0.033,0.059,0.059
,0.033,0.059,0.059
,0.033,0.06,0.06
,0.033,0.06,0.06
,0.033,0.061,0.061
,0.033,0.061,0.061
,0.034,0.062,0.062
,0.034,0.062,0.062
,0.034,0.063,0.063
,0.034,0.063,0.063
,0.035,0.064,0.064
,0.035,0.064,0.064
,0.035,0.064,0.064
,0.035,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.036,0.065,0.065
,0.035,0.064,0.064
,0.035,0.064,0.064
,0.034,0.063,0.063
,0.033,0.062,0.062
,0.032,0.061,0.061
,0.031,0.06,0.06
,0.03,0.059,0.059
,0.029,0.058,0.058
,0.028,0.057,0.057
,0.026,0.055,0.055
,0.025,0.054,0.054
,0.023,0.052,0.052
,0.022,0.051,0.051
,0.02,0.049,0.049
,0.018,0.047,0.047
,0.017,0.046,0.046
,0.015,0.044,0.044
,0.013,0.042,0.042
,0.011,0.041,0.041
,0.01,0.039,0.039
,0.008,0.037,0.037
,0.007,0.035,0.035
,0.005,0.034,0.034
,0.004,0.032,0.032
,0.002,0.03,0.03
,0.001,0.028,0.028
,-0.001,0.027,0.027
,-0.002,0.025,0.025
,-0.004,0.023,0.023
,-0.005,0.022,0.022
,-0.007,0.02,0.02
,-0.008,0.018,0.018
,-0.01,0.017,0.017
,-0.011,0.015,0.015
,-0.013,0.013,0.013
,-0.014,0.012,0.012
,-0.016,0.01,0.01
,-0.017,0.008,0.008
,-0.019,0.007,0.007
,-0.021,0.005,0.005
,-0.022,0.004,0.004
,-0.024,0.002,0.002
,-0.025,0.001,0.001
,-0.027,0,0
,-0.028,-0.001,-0.001
,-0.029,-0.002,-0.002
,-0.031,-0.003,-0.003
,-0.032,-0.004,-0.004
,-0.033,-0.005,-0.005
,-0.034,-0.005,-0.005
,-0.035,-0.006,-0.006
,-0.036,-0.006,-0.006
,-0.037,-0.007,-0.007
,-0.038,-0.007,-0.007
,-0.038,-0.007,-0.007
,-0.039,-0.007,-0.007
,-0.039,-0.006,-0.006
,-0.039,-0.006,-0.006
,-0.039,-0.006,-0.006
,-0.039,-0.005,-0.005
,-0.039,-0.005,-0.005
,-0.039,-0.004,-0.004
,-0.038,-0.004,-0.004
,-0.038,-0.003,-0.003
,-0.037,-0.002,-0.002
,-0.036,-0.002,-0.002
,-0.036,-0.001,-0.001
,-0.035,0,0
,-0.034,0,0
,-0.033,0.001,0.001
,-0.032,0.001,0.001
,-0.031,0.002,0.002
,-0.03,0.002,0.002
,-0.029,0.003,0.003
,-0.028,0.003,0.003
,-0.027,0.003,0.003
,-0.025,0.003,0.003
,-0.024,0.003,0.003
,-0.023,0.003,0.003
,-0.023,0.003,0.003
,-0.022,0.003,0.003
,-0.021,0.003,0.003
,-0.02,0.002,0.002
,-0.02,0.002,0.002
,-0.019,0.001,0.001
,-0.019,0.001,0.001
,-0.019,0,0
,-0.019,-0.001,-0.001
,-0.019,-0.002,-0.002
,-0.019,-0.003,-0.003
,-0.019,-0.004,-0.004
,-0.02,-0.005,-0.005
,-0.02,-0.006,-0.006
,-0.021,-0.007,-0.007
,-0.022,-0.009,-0.009
,-0.023,-0.01,-0.01
,-0.024,-0.011,-0.011
,-0.025,-0.012,-0.012
,-0.027,-0.014,-0.014
,-0.028,-0.015,-0.015
,-0.029,-0.016,-0.016
,-0.031,-0.018,-0.018
,-0.032,-0.019,-0.019
,-0.034,-0.02,-0.02
,-0.035,-0.021,-0.021
,-0.036,-0.022,-0.022
,-0.038,-0.024,-0.024
,-0.039,-0.025,-0.025
,-0.041,-0.026,-0.026
,-0.042,-0.027,-0.027
,-0.043,-0.028,-0.028
,-0.045,-0.029,-0.029
,-0.046,-0.03,-0.03
,-0.047,-0.031,-0.031
,-0.048,-0.032,-0.032
,-0.049,-0.033,-0.033
,-0.05,-0.034,-0.034
,-0.051,-0.034,-0.034
,-0.052,-0.035,-0.035
,-0.052,-0.036,-0.036
,-0.053,-0.036,-0.036
,-0.054,-0.037,-0.037
,-0.054,-0.037,-0.037
,-0.055,-0.038,-0.038
,-0.055,-0.038,-0.038
,-0.056,-0.039,-0.039
,-0.056,-0.039,-0.039
,-0.056,-0.039,-0.039
,-0.057,-0.039,-0.039
,-0.057,-0.039,-0.039
,-0.057,-0.039,-0.039
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.058,-0.04,-0.04
,-0.058,-0.04,-0.04
,-0.058,-0.04,-0.04
,-0.058,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.057,-0.04,-0.04
,-0.056,-0.04,-0.04
,-0.056,-0.04,-0.04
,-0.056,-0.04,-0.04
,-0.055,-0.04,-0.04
,-0.055,-0.04,-0.04
,-0.055,-0.041,-0.041
,-0.054,-0.041,-0.041
,-0.054,-0.041,-0.041
,-0.054,-0.04,-0.04
,-0.053,-0.04,-0.04
,-0.053,-0.04,-0.04
,-0.053,-0.04,-0.04
,-0.052,-0.04,-0.04
,-0.052,-0.04,-0.04
,-0.051,-0.039,-0.039
,-0.051,-0.039,-0.039
,-0.051,-0.039,-0.039
,-0.05,-0.038,-0.038
,-0.05,-0.038,-0.038
,-0.05,-0.037,-0.037
,-0.05,-0.037,-0.037
,-0.05,-0.036,-0.036
,-0.049,-0.036,-0.036
,-0.049,-0.035,-0.035
,-0.049,-0.035,-0.035
,-0.049,-0.034,-0.034
,-0.049,-0.034,-0.034
,-0.049,-0.033,-0.033
,-0.049,-0.033,-0.033
,-0.049,-0.033,-0.033
,-0.049,-0.032,-0.032
,-0.049,-0.032,-0.032
,-0.049,-0.032,-0.032
,-0.049,-0.032,-0.032
,-0.049,-0.031,-0.031
,-0.049,-0.031,-0.031
,-0.049,-0.031,-0.031
,-0.048,-0.031,-0.031
,-0.048,-0.031,-0.031
,-0.048,-0.031,-0.031
,-0.048,-0.031,-0.031
,-0.047,-0.031,-0.031
,-0.047,-0.031,-0.031
,-0.046,-0.031,-0.031
,-0.046,-0.031,-0.031
,-0.045,-0.031,-0.031
,-0.045,-0.031,-0.031
,-0.044,-0.031,-0.031
,-0.044,-0.031,-0.031
,-0.043,-0.03,-0.03
,-0.042,-0.03,-0.03
,-0.041,-0.029,-0.029
,-0.041,-0.029,-0.029
,-0.04,-0.028,-0.028
,-0.039,-0.027,-0.027
,-0.037,-0.025,-0.025
,-0.036,-0.024,-0.024
,-0.035,-0.022,-0.022
,-0.033,-0.02,-0.02
,-0.032,-0.018,-0.018
